"Date","Period","GrossExposure","PortfolioReturn","PortfolioRisk","PredictedReturn"
2023-07-06,"2023",1.5,0.000320723691052352,0.0191730550004047,0.0143186772835292
2023-07-06,"2023",2,0.000320723691052352,0.0191730550004047,0.0143186772835292
2023-07-06,"2023",2.5,0.000320723691052352,0.0191730550004047,0.0143186772835292
2023-07-06,"2023",3,0.000320723691052352,0.0191730550004047,0.0143186772835292
2023-07-07,"2023",1,0.000216098043855318,0.0247240546117454,0.0143793775172579
2023-07-07,"2023",1.5,0.000136314912822451,0.024703539146964,0.014998496055432
2023-07-07,"2023",2,0.000136314912822451,0.024703539146964,0.014998496055432
2023-07-07,"2023",2.5,0.000136314912822451,0.024703539146964,0.014998496055432
2023-07-07,"2023",3,0.000136314912822451,0.024703539146964,0.014998496055432
2023-07-10,"2023",1,-0.00239410577278396,0.0247394016653753,0.0145229201879999
2023-07-10,"2023",1.5,-0.00248330678079656,0.0247175061368803,0.0151370380874403
2023-07-10,"2023",2,-0.00248330678079656,0.0247175061368803,0.0151370380874403
2023-07-10,"2023",2.5,-0.00248330678079656,0.0247175061368803,0.0151370380874403
2023-07-10,"2023",3,-0.00248330678079656,0.0247175061368803,0.0151370380874403
2023-07-11,"2023",1,0.00218804522229723,0.02358764722759,0.0150809822156502
2023-07-11,"2023",1.5,0.00216362030920825,0.0234545266619166,0.0159209626604933
2023-07-11,"2023",2,0.00216362030920825,0.0234545266619166,0.0159209626604933
2023-07-11,"2023",2.5,0.00216362030920825,0.0234545266619166,0.0159209626604933
2023-07-11,"2023",3,0.00216362030920825,0.0234545266619166,0.0159209626604933
2023-07-12,"2023",1,0.00136941359706794,0.0382266275083226,0.0117968894685448
2023-07-12,"2023",1.5,0.00111596063775261,0.0380970693215217,0.0124862605373439
2023-07-12,"2023",2,0.00111596063775261,0.0380970693215217,0.0124862605373439
2023-07-12,"2023",2.5,0.00111596063775261,0.0380970693215217,0.0124862605373439
2023-07-12,"2023",3,0.00111596063775261,0.0380970693215217,0.0124862605373439
2023-07-13,"2023",1,-0.00250021872972903,0.0203506739350233,0.0141214978606542
2023-07-13,"2023",1.5,-0.00257484562174636,0.0202397572655868,0.0141311793501701
2023-07-13,"2023",2,-0.00257484562174636,0.0202397572655868,0.0141311793501701
2023-07-13,"2023",2.5,-0.00257484562174636,0.0202397572655868,0.0141311793501701
2023-07-13,"2023",3,-0.00257484562174636,0.0202397572655868,0.0141311793501701
2023-07-14,"2023",1,0.00188864541849957,0.0203381655263611,0.0136619425830542
2023-07-14,"2023",1.5,0.00215301583883254,0.0202283315886601,0.0136325095515377
2023-07-14,"2023",2,0.00215301583883254,0.0202283315886601,0.0136325095515377
2023-07-14,"2023",2.5,0.00215301583883254,0.0202283315886601,0.0136325095515377
2023-07-14,"2023",3,0.00215301583883254,0.0202283315886601,0.0136325095515377
2023-07-17,"2023",1,-0.00203724741581489,0.020341960024757,0.0138703498389237
2023-07-17,"2023",1.5,-0.00223659283067512,0.0202301157763588,0.0138675935185721
2023-07-17,"2023",2,-0.00223659283067512,0.0202301157763588,0.0138675935185721
2023-07-17,"2023",2.5,-0.00223659283067512,0.0202301157763588,0.0138675935185721
2023-07-17,"2023",3,-0.00223659283067512,0.0202301157763588,0.0138675935185721
2023-07-18,"2023",1,0.00229937543182813,0.0740862539470606,0.0221527364319761
2023-07-18,"2023",1.5,0.0023739684823075,0.0730332546733635,0.0234800213451059
2023-07-18,"2023",2,0.0023739684823075,0.0730332546733635,0.0234800213451059
2023-07-18,"2023",2.5,0.0023739684823075,0.0730332546733635,0.0234800213451059
2023-07-18,"2023",3,0.0023739684823075,0.0730332546733635,0.0234800213451059
2023-07-19,"2023",1,0.00131203646609195,0.029877960873973,0.0132608476577754
2023-07-19,"2023",1.5,0.00128424629951546,0.0298632604108922,0.0135415748269276
2023-07-19,"2023",2,0.00128424629951546,0.0298632604108922,0.0135415748269276
2023-07-19,"2023",2.5,0.00128424629951546,0.0298632604108922,0.0135415748269276
2023-07-19,"2023",3,0.00128424629951546,0.0298632604108922,0.0135415748269276
2023-07-20,"2023",1,0.00166443158358135,0.0203287802803996,0.0132812819446576
2023-07-20,"2023",1.5,0.00201999986539331,0.0202163712029876,0.0132745723090687
2023-07-20,"2023",2,0.00201999986539331,0.0202163712029876,0.0132745723090687
2023-07-20,"2023",2.5,0.00201999986539331,0.0202163712029876,0.0132745723090687
2023-07-20,"2023",3,0.00201999986539331,0.0202163712029876,0.0132745723090687
2023-07-21,"2023",1,-0.00208860672157165,0.0243770005249955,0.0128487641008286
2023-07-21,"2023",1.5,-0.00213764056933164,0.0243492103455571,0.0133077095587066
2023-07-21,"2023",2,-0.00213764056933164,0.0243492103455571,0.0133077095587066
2023-07-21,"2023",2.5,-0.00213764056933164,0.0243492103455571,0.0133077095587066
2023-07-21,"2023",3,-0.00213764056933164,0.0243492103455571,0.0133077095587066
2023-07-24,"2023",1,0.00195048242222673,0.0299890265525365,0.0125766810128649
2023-07-24,"2023",1.5,0.0019342643065925,0.0299799194081641,0.0127818987384797
2023-07-24,"2023",2,0.0019342643065925,0.0299799194081641,0.0127818987384797
2023-07-24,"2023",2.5,0.0019342643065925,0.0299799194081641,0.0127818987384797
2023-07-24,"2023",3,0.0019342643065925,0.0299799194081641,0.0127818987384797
2023-07-25,"2023",1,-0.000102790054709723,0.0299845118380642,0.0130592600184617
2023-07-25,"2023",1.5,-7.39140632861653e-05,0.0299754511223552,0.0132553316878052
2023-07-25,"2023",2,-7.39140632861653e-05,0.0299754511223552,0.0132553316878052
2023-07-25,"2023",2.5,-7.39140632861653e-05,0.0299754511223552,0.0132553316878052
2023-07-25,"2023",3,-7.39140632861653e-05,0.0299754511223552,0.0132553316878052
2023-07-26,"2023",1,-0.00135039660645548,0.0298527098417684,0.0133191877503897
2023-07-26,"2023",1.5,-0.00141432997899189,0.0298380513665206,0.013540562078456
2023-07-26,"2023",2,-0.00141432997899189,0.0298380513665206,0.013540562078456
2023-07-26,"2023",2.5,-0.00141432997899189,0.0298380513665206,0.013540562078456
2023-07-26,"2023",3,-0.00141432997899189,0.0298380513665206,0.013540562078456
2023-07-27,"2023",1,0.00213623709143781,0.0243925790270955,0.0129004785077643
2023-07-27,"2023",1.5,0.00204106081390606,0.0243651144096153,0.0133441666829562
2023-07-27,"2023",2,0.00204106081390606,0.0243651144096153,0.0133441666829562
2023-07-27,"2023",2.5,0.00204106081390606,0.0243651144096153,0.0133441666829562
2023-07-27,"2023",3,0.00204106081390606,0.0243651144096153,0.0133441666829562
2023-07-28,"2023",1,0.000242456160620676,0.0200111888649096,0.0130113811338321
2023-07-28,"2023",1.5,0.000167079505020497,0.0198958019798126,0.0128743814477995
2023-07-28,"2023",2,0.000167079505020497,0.0198958019798126,0.0128743814477995
2023-07-28,"2023",2.5,0.000167079505020497,0.0198958019798126,0.0128743814477995
2023-07-28,"2023",3,0.000167079505020497,0.0198958019798126,0.0128743814477995
2023-07-31,"2023",1,-0.00263239899043799,0.0203537436686956,0.0133548415573321
2023-07-31,"2023",1.5,-0.00279256574025704,0.0202514430130702,0.0134991011223429
2023-07-31,"2023",2,-0.00279256574025704,0.0202514430130702,0.0134991011223429
2023-07-31,"2023",2.5,-0.00279256574025704,0.0202514430130702,0.0134991011223429
2023-07-31,"2023",3,-0.00279256574025704,0.0202514430130702,0.0134991011223429
2023-08-01,"2023",1,-0.000438159428913307,0.0203636719243762,0.0131816645376188
2023-08-01,"2023",1.5,-0.000516729734553045,0.0202562962636698,0.0131837383661402
2023-08-01,"2023",2,-0.000516729734553045,0.0202562962636698,0.0131837383661402
2023-08-01,"2023",2.5,-0.000516729734553045,0.0202562962636698,0.0131837383661402
2023-08-01,"2023",3,-0.000516729734553045,0.0202562962636698,0.0131837383661402
2023-08-02,"2023",1,0.000448599405095875,0.0298081573539853,0.0137618026193533
2023-08-02,"2023",1.5,0.000401716834484151,0.029794778389603,0.0139825333947498
2023-08-02,"2023",2,0.000401716834484151,0.029794778389603,0.0139825333947498
2023-08-02,"2023",2.5,0.000401716834484151,0.029794778389603,0.0139825333947498
2023-08-02,"2023",3,0.000401716834484151,0.029794778389603,0.0139825333947498
2023-08-03,"2023",1,-0.000852749084049115,0.019422895850372,0.0128583603673015
2023-08-03,"2023",1.5,-0.000787206852513578,0.0193245708185218,0.0130233812384222
2023-08-03,"2023",2,-0.000787206852513578,0.0193245708185218,0.0130233812384222
2023-08-03,"2023",2.5,-0.000787206852513578,0.0193245708185218,0.0130233812384222
2023-08-03,"2023",3,-0.000787206852513578,0.0193245708185218,0.0130233812384222
2023-08-04,"2023",1,0.000716404680064712,0.0741944353272354,0.0211256398322508
2023-08-04,"2023",1.5,0.000910751209580183,0.0731125708687883,0.0228144939316066
2023-08-04,"2023",2,0.000910751209580183,0.0731125708687883,0.0228144939316066
2023-08-04,"2023",2.5,0.000910751209580183,0.0731125708687883,0.0228144939316066
2023-08-04,"2023",3,0.000910751209580183,0.0731125708687883,0.0228144939316066
2023-08-07,"2023",1,0.0014423123889401,0.0299867664658217,0.0124631591711847
2023-08-07,"2023",1.5,0.00145076231599367,0.0299851436642757,0.0125617612810766
2023-08-07,"2023",2,0.00145076231599367,0.0299851436642757,0.0125617612810766
2023-08-07,"2023",2.5,0.00145076231599367,0.0299851436642757,0.0125617612810766
2023-08-07,"2023",3,0.00145076231599367,0.0299851436642757,0.0125617612810766
2023-08-08,"2023",1,0.00402653196646153,0.0239357780382199,0.0141851896063696
2023-08-08,"2023",1.5,0.00408979352726933,0.0238660893157352,0.0148199256294258
2023-08-08,"2023",2,0.00408979352726933,0.0238660893157352,0.0148199256294258
2023-08-08,"2023",2.5,0.00408979352726933,0.0238660893157352,0.0148199256294258
2023-08-08,"2023",3,0.00408979352726933,0.0238660893157352,0.0148199256294258
2023-08-09,"2023",1,-0.00198601527676593,0.0726350309346741,0.020289278182549
2023-08-09,"2023",1.5,-0.00202414936157486,0.0714588121345352,0.0225902447467421
2023-08-09,"2023",2,-0.00202414936157486,0.0714588121345352,0.0225902447467421
2023-08-09,"2023",2.5,-0.00202414936157486,0.0714588121345352,0.0225902447467421
2023-08-09,"2023",3,-0.00202414936157486,0.0714588121345352,0.0225902447467421
2023-08-10,"2023",1,-0.000699757900106873,0.0238584053423701,0.0148376836235902
2023-08-10,"2023",1.5,-0.000694870803967804,0.0237595371542377,0.0157879200057796
2023-08-10,"2023",2,-0.000694870803967804,0.0237595371542377,0.0157879200057796
2023-08-10,"2023",2.5,-0.000694870803967804,0.0237595371542377,0.0157879200057796
2023-08-10,"2023",3,-0.000694870803967804,0.0237595371542377,0.0157879200057796
2023-08-11,"2023",1,0.00069488511142915,0.0299149810436857,0.0134051678566841
2023-08-11,"2023",1.5,0.00064631137739676,0.0299070137197113,0.0136090579063363
2023-08-11,"2023",2,0.00064631137739676,0.0299070137197113,0.0136090579063363
2023-08-11,"2023",2.5,0.00064631137739676,0.0299070137197113,0.0136090579063363
2023-08-11,"2023",3,0.00064631137739676,0.0299070137197113,0.0136090579063363
2023-08-14,"2023",1,0.000158513580806094,0.0203807643410136,0.014206299094981
2023-08-14,"2023",1.5,5.66745200338714e-05,0.0202804704326817,0.0143766104107183
2023-08-14,"2023",2,5.66745200338714e-05,0.0202804704326817,0.0143766104107183
2023-08-14,"2023",2.5,5.66745200338714e-05,0.0202804704326817,0.0143766104107183
2023-08-14,"2023",3,5.66745200338714e-05,0.0202804704326817,0.0143766104107183
2023-08-15,"2023",1,-0.00250973887771483,0.0738531643781093,0.0171002271679864
2023-08-15,"2023",1.5,-0.0027269206414737,0.0726927971426077,0.019489783057286
2023-08-15,"2023",2,-0.0027269206414737,0.0726927971426077,0.019489783057286
2023-08-15,"2023",2.5,-0.0027269206414737,0.0726927971426077,0.019489783057286
2023-08-15,"2023",3,-0.0027269206414737,0.0726927971426077,0.019489783057286
2023-08-16,"2023",1,0.00112616357918055,0.024792196171877,0.0144532766461465
2023-08-16,"2023",1.5,0.00107674846829325,0.0247742103625472,0.0149636760885229
2023-08-16,"2023",2,0.00107674846829325,0.0247742103625472,0.0149636760885229
2023-08-16,"2023",2.5,0.00107674846829325,0.0247742103625472,0.0149636760885229
2023-08-16,"2023",3,0.00107674846829325,0.0247742103625472,0.0149636760885229
2023-08-17,"2023",1,0.00121509228141356,0.0244232788407237,0.0130125632646656
2023-08-17,"2023",1.5,0.00123613198801317,0.0243986270720286,0.0134405934863709
2023-08-17,"2023",2,0.00123613198801317,0.0243986270720286,0.0134405934863709
2023-08-17,"2023",2.5,0.00123613198801317,0.0243986270720286,0.0134405934863709
2023-08-17,"2023",3,0.00123613198801317,0.0243986270720286,0.0134405934863709
2023-08-18,"2023",1,-0.000738328693509778,0.0738423958962468,0.016204150544203
2023-08-18,"2023",1.5,-0.000954440051219512,0.0727000239338237,0.0184921812707197
2023-08-18,"2023",2,-0.000954440051219512,0.0727000239338237,0.0184921812707197
2023-08-18,"2023",2.5,-0.000954440051219512,0.0727000239338237,0.0184921812707197
2023-08-18,"2023",3,-0.000954440051219512,0.0727000239338237,0.0184921812707197
2023-08-21,"2023",1,0.0019376584747256,0.110961428649199,0.0640623185699009
2023-08-21,"2023",1.5,-0.000721792667512144,0.108021192263697,0.0651248180598957
2023-08-21,"2023",2,-0.000721792667512144,0.108021192263697,0.0651248180598957
2023-08-21,"2023",2.5,-0.000721792667512144,0.108021192263697,0.0651248180598957
2023-08-21,"2023",3,-0.000721792667512144,0.108021192263697,0.0651248180598957
2023-08-22,"2023",1,0.000780181078468827,0.072584610589932,0.0186213496774096
2023-08-22,"2023",1.5,0.000832810848788401,0.071447212875399,0.0207829007401406
2023-08-22,"2023",2,0.000832810848788401,0.071447212875399,0.0207829007401406
2023-08-22,"2023",2.5,0.000832810848788401,0.071447212875399,0.0207829007401406
2023-08-22,"2023",3,0.000832810848788401,0.071447212875399,0.0207829007401406
2023-08-23,"2023",1,0.0018441555485873,0.0186744831468743,0.0116495541621808
2023-08-23,"2023",1.5,0.00169034242883253,0.0185640504929156,0.0116142957882642
2023-08-23,"2023",2,0.00169034242883253,0.0185640504929156,0.0116142957882642
2023-08-23,"2023",2.5,0.00169034242883253,0.0185640504929156,0.0116142957882642
2023-08-23,"2023",3,0.00169034242883253,0.0185640504929156,0.0116142957882642
2023-08-24,"2023",1,-0.00508800503226518,0.0235080569416558,0.0151064813716559
2023-08-24,"2023",1.5,-0.00492068034889306,0.0233191287418849,0.0159817015237236
2023-08-24,"2023",2,-0.00492068034889306,0.0233191287418849,0.0159817015237236
2023-08-24,"2023",2.5,-0.00492068034889306,0.0233191287418849,0.0159817015237236
2023-08-24,"2023",3,-0.00492068034889306,0.0233191287418849,0.0159817015237236
2023-08-25,"2023",1,-0.00532507034266696,0.037965063724265,0.00887968444168056
2023-08-25,"2023",1.5,-0.00533224608980958,0.0378785958541101,0.00937288379749255
2023-08-25,"2023",2,-0.00533224608980958,0.0378785958541101,0.00937288379749255
2023-08-25,"2023",2.5,-0.00533224608980958,0.0378785958541101,0.00937288379749255
2023-08-25,"2023",3,-0.00533224608980958,0.0378785958541101,0.00937288379749255
2023-08-28,"2023",1,0.00138995531205266,0.018960191595234,0.0119222407762964
2023-08-28,"2023",1.5,0.00130912146337295,0.0188599491651662,0.011980304974108
2023-08-28,"2023",2,0.00130912146337295,0.0188599491651662,0.011980304974108
2023-08-28,"2023",2.5,0.00130912146337295,0.0188599491651662,0.011980304974108
2023-08-28,"2023",3,0.00130912146337295,0.0188599491651662,0.011980304974108
2023-08-29,"2023",1,0.000245430552760651,0.018730201498438,0.0119429816837246
2023-08-29,"2023",1.5,0.000119558478854737,0.0186170312793519,0.0118775869863919
2023-08-29,"2023",2,0.000119558478854737,0.0186170312793519,0.0118775869863919
2023-08-29,"2023",2.5,0.000119558478854737,0.0186170312793519,0.0118775869863919
2023-08-29,"2023",3,0.000119558478854737,0.0186170312793519,0.0118775869863919
2023-08-30,"2023",1,-0.000505373970024933,0.0297131008029478,0.0147344525777535
2023-08-30,"2023",1.5,-0.000509149519586486,0.0297071376056074,0.0149749987142471
2023-08-30,"2023",2,-0.000509149519586486,0.0297071376056074,0.0149749987142471
2023-08-30,"2023",2.5,-0.000509149519586486,0.0297071376056074,0.0149749987142471
2023-08-30,"2023",3,-0.000509149519586486,0.0297071376056074,0.0149749987142471
2023-08-31,"2023",1,0.00271020319162931,0.0296092395782624,0.0144257588995987
2023-08-31,"2023",1.5,0.0027204529003094,0.0296045621971569,0.0146665827136517
2023-08-31,"2023",2,0.0027204529003094,0.0296045621971569,0.0146665827136517
2023-08-31,"2023",2.5,0.0027204529003094,0.0296045621971569,0.0146665827136517
2023-08-31,"2023",3,0.0027204529003094,0.0296045621971569,0.0146665827136517
2023-09-01,"2023",1,0.0022037821647964,0.0297877011438993,0.0147236891609385
2023-09-01,"2023",1.5,0.00216846966087656,0.0297863270989255,0.0148221965709689
2023-09-01,"2023",2,0.00216846966087656,0.0297863270989255,0.0148221965709689
2023-09-01,"2023",2.5,0.00216846966087656,0.0297863270989255,0.0148221965709689
2023-09-01,"2023",3,0.00216846966087656,0.0297863270989255,0.0148221965709689
2023-09-05,"2023",1,-0.00058720363568551,0.0289828182191545,0.0163005395454389
2023-09-05,"2023",1.5,-0.00050292346078996,0.028969589015855,0.0168266001605367
2023-09-05,"2023",2,-0.00050292346078996,0.028969589015855,0.0168266001605367
2023-09-05,"2023",2.5,-0.00050292346078996,0.028969589015855,0.0168266001605367
2023-09-05,"2023",3,-0.00050292346078996,0.028969589015855,0.0168266001605367
2023-09-06,"2023",1,0.0018687690028772,0.0289876832771756,0.0161505459560453
2023-09-06,"2023",1.5,0.00187740158032556,0.0289742311067644,0.0166929055944955
2023-09-06,"2023",2,0.00187740158032556,0.0289742311067644,0.0166929055944955
2023-09-06,"2023",2.5,0.00187740158032556,0.0289742311067644,0.0166929055944955
2023-09-06,"2023",3,0.00187740158032556,0.0289742311067644,0.0166929055944955
2023-09-07,"2023",1,-0.000134481278687388,0.0203458864896479,0.0138062183653344
2023-09-07,"2023",1.5,1.45485987759643e-05,0.0202449413122744,0.013926704551604
2023-09-07,"2023",2,1.45485987759643e-05,0.0202449413122744,0.013926704551604
2023-09-07,"2023",2.5,1.45485987759643e-05,0.0202449413122744,0.013926704551604
2023-09-07,"2023",3,1.45485987759643e-05,0.0202449413122744,0.013926704551604
2023-09-08,"2023",1,-0.000450215112201753,0.0203476724792495,0.0139190474251694
2023-09-08,"2023",1.5,-0.000496803818467136,0.0202460931449028,0.0140550655723054
2023-09-08,"2023",2,-0.000496803818467136,0.0202460931449028,0.0140550655723054
2023-09-08,"2023",2.5,-0.000496803818467136,0.0202460931449028,0.0140550655723054
2023-09-08,"2023",3,-0.000496803818467136,0.0202460931449028,0.0140550655723054
2023-09-11,"2023",1,-0.00327002670883509,0.0203391842310507,0.0138088494182587
2023-09-11,"2023",1.5,-0.00322804200960377,0.0202378225420504,0.0139395763650622
2023-09-11,"2023",2,-0.00322804200960377,0.0202378225420504,0.0139395763650622
2023-09-11,"2023",2.5,-0.00322804200960377,0.0202378225420504,0.0139395763650622
2023-09-11,"2023",3,-0.00322804200960377,0.0202378225420504,0.0139395763650622
2023-09-12,"2023",1,-0.00274827596894359,0.0297500550397499,0.0147697850321774
2023-09-12,"2023",1.5,-0.00277053102331175,0.0297482512989494,0.0148910396979853
2023-09-12,"2023",2,-0.00277053102331175,0.0297482512989494,0.0148910396979853
2023-09-12,"2023",2.5,-0.00277053102331175,0.0297482512989494,0.0148910396979853
2023-09-12,"2023",3,-0.00277053102331175,0.0297482512989494,0.0148910396979853
2023-09-13,"2023",1,-0.000593213550540227,0.0387480551680699,0.0218368470011496
2023-09-13,"2023",1.5,-0.000562165428396733,0.0387450469717152,0.0220085214774795
2023-09-13,"2023",2,-0.000562165428396733,0.0387450469717152,0.0220085214774795
2023-09-13,"2023",2.5,-0.000562165428396733,0.0387450469717152,0.0220085214774795
2023-09-13,"2023",3,-0.000562165428396733,0.0387450469717152,0.0220085214774795
2023-09-14,"2023",1,0.00170770477918597,0.073802091470858,0.0176788770104421
2023-09-14,"2023",1.5,0.0022576402904147,0.0726605360121835,0.0198846952507664
2023-09-14,"2023",2,0.0022576402904147,0.0726605360121835,0.0198846952507664
2023-09-14,"2023",2.5,0.0022576402904147,0.0726605360121835,0.0198846952507664
2023-09-14,"2023",3,0.0022576402904147,0.0726605360121835,0.0198846952507664
2023-09-15,"2023",1,-0.000529347838223659,0.0389401204273052,0.0219901190039034
2023-09-15,"2023",1.5,-0.000533452187184068,0.0389384965016698,0.022113575405068
2023-09-15,"2023",2,-0.000533452187184068,0.0389384965016698,0.022113575405068
2023-09-15,"2023",2.5,-0.000533452187184068,0.0389384965016698,0.022113575405068
2023-09-15,"2023",3,-0.000533452187184068,0.0389384965016698,0.022113575405068
2023-09-18,"2023",1,-0.000438997276808245,0.0234449746529164,0.0170530795850934
2023-09-18,"2023",1.5,-0.000228159946776683,0.0232648399781957,0.017900307608007
2023-09-18,"2023",2,-0.000228159946776683,0.0232648399781957,0.017900307608007
2023-09-18,"2023",2.5,-0.000228159946776683,0.0232648399781957,0.017900307608007
2023-09-18,"2023",3,-0.000228159946776683,0.0232648399781957,0.017900307608007
2023-09-19,"2023",1,0.000493610462073882,0.0200122570731828,0.0124770965896429
2023-09-19,"2023",1.5,0.000495356830947707,0.0199023588376149,0.0124389773192124
2023-09-19,"2023",2,0.000495356830947707,0.0199023588376149,0.0124389773192124
2023-09-19,"2023",2.5,0.000495356830947707,0.0199023588376149,0.0124389773192124
2023-09-19,"2023",3,0.000495356830947707,0.0199023588376149,0.0124389773192124
2023-09-20,"2023",1,0.0017932745162262,0.0387626301269287,0.0223706559641789
2023-09-20,"2023",1.5,0.00179819700404641,0.0387596708872021,0.0225437014161089
2023-09-20,"2023",2,0.00179819700404641,0.0387596708872021,0.0225437014161089
2023-09-20,"2023",2.5,0.00179819700404641,0.0387596708872021,0.0225437014161089
2023-09-20,"2023",3,0.00179819700404641,0.0387596708872021,0.0225437014161089
2023-09-21,"2023",1,-0.00191982917698966,0.0248725203303373,0.0143025186704213
2023-09-21,"2023",1.5,-0.00187920025147294,0.0248615270347827,0.0147150946330387
2023-09-21,"2023",2,-0.00187920025147294,0.0248615270347827,0.0147150946330387
2023-09-21,"2023",2.5,-0.00187920025147294,0.0248615270347827,0.0147150946330387
2023-09-21,"2023",3,-0.00187920025147294,0.0248615270347827,0.0147150946330387
2023-09-22,"2023",1,0.00124868598830014,0.024406656391774,0.0151365035299214
2023-09-22,"2023",1.5,0.00123494255851571,0.0243803294401004,0.0157195710083804
2023-09-22,"2023",2,0.00123494255851571,0.0243803294401004,0.0157195710083804
2023-09-22,"2023",2.5,0.00123494255851571,0.0243803294401004,0.0157195710083804
2023-09-22,"2023",3,0.00123494255851571,0.0243803294401004,0.0157195710083804
2023-09-25,"2023",1,-0.00116694080303534,0.0244131924786124,0.0151455112262105
2023-09-25,"2023",1.5,-0.0010715710871275,0.0243865125198342,0.0157138321357505
2023-09-25,"2023",2,-0.0010715710871275,0.0243865125198342,0.0157138321357505
2023-09-25,"2023",2.5,-0.0010715710871275,0.0243865125198342,0.0157138321357505
2023-09-25,"2023",3,-0.0010715710871275,0.0243865125198342,0.0157138321357505
2023-09-26,"2023",1,0.000289634257048848,0.0248728178924745,0.0137991996184701
2023-09-26,"2023",1.5,0.000289827054553396,0.0248615785738372,0.0142227725128794
2023-09-26,"2023",2,0.000289827054553396,0.0248615785738372,0.0142227725128794
2023-09-26,"2023",2.5,0.000289827054553396,0.0248615785738372,0.0142227725128794
2023-09-26,"2023",3,0.000289827054553396,0.0248615785738372,0.0142227725128794
2023-09-27,"2023",1,-0.00679989383040619,0.0737844903092531,0.0157095991886226
2023-09-27,"2023",1.5,-0.00651126302026061,0.072675215718104,0.017846294819867
2023-09-27,"2023",2,-0.00651126302026061,0.072675215718104,0.017846294819867
2023-09-27,"2023",2.5,-0.00651126302026061,0.072675215718104,0.017846294819867
2023-09-27,"2023",3,-0.00651126302026061,0.072675215718104,0.017846294819867
2023-09-28,"2023",1,-0.00217340509158948,0.0200117938839263,0.0127974657576935
2023-09-28,"2023",1.5,-0.00226350818303229,0.0198991714488741,0.012748311614384
2023-09-28,"2023",2,-0.00226350818303229,0.0198991714488741,0.012748311614384
2023-09-28,"2023",2.5,-0.00226350818303229,0.0198991714488741,0.012748311614384
2023-09-28,"2023",3,-0.00226350818303229,0.0198991714488741,0.012748311614384
2023-09-29,"2023",1,0.000707794968236224,0.0200053889465055,0.0121675068803092
2023-09-29,"2023",1.5,0.000661559958371834,0.0198894602510327,0.0120490977485085
2023-09-29,"2023",2,0.000661559958371834,0.0198894602510327,0.0120490977485085
2023-09-29,"2023",2.5,0.000661559958371834,0.0198894602510327,0.0120490977485085
2023-09-29,"2023",3,0.000661559958371834,0.0198894602510327,0.0120490977485085
2023-10-02,"2023",1,0.000874473249019321,0.0387020757230288,0.0211604566406352
2023-10-02,"2023",1.5,0.000921676679514037,0.0387004393629645,0.021286968448375
2023-10-02,"2023",2,0.000921676679514037,0.0387004393629645,0.021286968448375
2023-10-02,"2023",2.5,0.000921676679514037,0.0387004393629645,0.021286968448375
2023-10-02,"2023",3,0.000921676679514037,0.0387004393629645,0.021286968448375
2023-10-03,"2023",1,-0.00172212127543683,0.0295728394251708,0.0152660215499925
2023-10-03,"2023",1.5,-0.00171260178965063,0.0295662299696031,0.0155346625804437
2023-10-03,"2023",2,-0.00171260178965063,0.0295662299696031,0.0155346625804437
2023-10-03,"2023",2.5,-0.00171260178965063,0.0295662299696031,0.0155346625804437
2023-10-03,"2023",3,-0.00171260178965063,0.0295662299696031,0.0155346625804437
2023-10-04,"2023",1,-0.00296366721543335,0.073839616994975,0.01658317648422
2023-10-04,"2023",1.5,-0.00255755186200354,0.0727474354907846,0.0188864604418252
2023-10-04,"2023",2,-0.00255755186200354,0.0727474354907846,0.0188864604418252
2023-10-04,"2023",2.5,-0.00255755186200354,0.0727474354907846,0.0188864604418252
2023-10-04,"2023",3,-0.00255755186200354,0.0727474354907846,0.0188864604418252
2023-10-05,"2023",1,-0.00232025614276912,0.0294981771887873,0.0144802801706429
2023-10-05,"2023",1.5,-0.00232721359923751,0.0294923843874846,0.0147798417209982
2023-10-05,"2023",2,-0.00232721359923751,0.0294923843874846,0.0147798417209982
2023-10-05,"2023",2.5,-0.00232721359923751,0.0294923843874846,0.0147798417209982
2023-10-05,"2023",3,-0.00232721359923751,0.0294923843874846,0.0147798417209982
2023-10-06,"2023",1,0.000713515108011168,0.029575239561409,0.0150426120941597
2023-10-06,"2023",1.5,0.000757489901982699,0.0295684804210633,0.0153164904865669
2023-10-06,"2023",2,0.000757489901982699,0.0295684804210633,0.0153164904865669
2023-10-06,"2023",2.5,0.000757489901982699,0.0295684804210633,0.0153164904865669
2023-10-06,"2023",3,0.000757489901982699,0.0295684804210633,0.0153164904865669
2023-10-09,"2023",1,0.00377873318201118,0.0738715654195557,0.0166118400536931
2023-10-09,"2023",1.5,0.00364401659362081,0.0727751751348178,0.0190753299849555
2023-10-09,"2023",2,0.00364401659362081,0.0727751751348178,0.0190753299849555
2023-10-09,"2023",2.5,0.00364401659362081,0.0727751751348178,0.0190753299849555
2023-10-09,"2023",3,0.00364401659362081,0.0727751751348178,0.0190753299849555
2023-10-10,"2023",1,0.000934653321202817,0.029567777910656,0.015214727909506
2023-10-10,"2023",1.5,0.00091868832398735,0.0295609487477736,0.0154936208888099
2023-10-10,"2023",2,0.00091868832398735,0.0295609487477736,0.0154936208888099
2023-10-10,"2023",2.5,0.00091868832398735,0.0295609487477736,0.0154936208888099
2023-10-10,"2023",3,0.00091868832398735,0.0295609487477736,0.0154936208888099
