"Date","Period","GrossExposure","PortfolioReturn","PortfolioRisk","PredictedReturn"
2023-01-25,"2023-2024",2,-9.65371797619347e-07,0.0241243576090528,0.011475266972528
2023-01-25,"2023-2024",2.5,-9.65371797619347e-07,0.0241243576090528,0.011475266972528
2023-01-25,"2023-2024",3,-9.65371797619347e-07,0.0241243576090528,0.011475266972528
2023-01-26,"2023-2024",1,0.00183315713711692,0.0230028182737851,0.012056474592194
2023-01-26,"2023-2024",1.5,0.00164350302765883,0.0227349104888451,0.0131728736148659
2023-01-26,"2023-2024",2,0.00164350302765883,0.0227349104888451,0.0131728736148659
2023-01-26,"2023-2024",2.5,0.00164350302765883,0.0227349104888451,0.0131728736148659
2023-01-26,"2023-2024",3,0.00164350302765883,0.0227349104888451,0.0131728736148659
2023-01-27,"2023-2024",1,0.000846623848898065,0.0235766215788909,0.0123503996124014
2023-01-27,"2023-2024",1.5,0.000769474786555959,0.0233924836480462,0.013294041898519
2023-01-27,"2023-2024",2,0.000769474786555959,0.0233924836480462,0.013294041898519
2023-01-27,"2023-2024",2.5,0.000769474786555959,0.0233924836480462,0.013294041898519
2023-01-27,"2023-2024",3,0.000769474786555959,0.0233924836480462,0.013294041898519
2023-01-30,"2023-2024",1,-0.000677342313522433,0.0195386699864443,0.0105201267786411
2023-01-30,"2023-2024",1.5,-0.000568792414989072,0.019396106690289,0.0109076563335548
2023-01-30,"2023-2024",2,-0.000568792414989072,0.019396106690289,0.0109076563335548
2023-01-30,"2023-2024",2.5,-0.000568792414989072,0.019396106690289,0.0109076563335548
2023-01-30,"2023-2024",3,-0.000568792414989072,0.019396106690289,0.0109076563335548
2023-01-31,"2023-2024",1,-0.00232911596969618,0.0247826555285718,0.0108713729501107
2023-01-31,"2023-2024",1.5,-0.0023442904371786,0.0247809578901165,0.0109985542074769
2023-01-31,"2023-2024",2,-0.0023442904371786,0.0247809578901165,0.0109985542074769
2023-01-31,"2023-2024",2.5,-0.0023442904371786,0.0247809578901165,0.0109985542074769
2023-01-31,"2023-2024",3,-0.0023442904371786,0.0247809578901165,0.0109985542074769
2023-02-01,"2023-2024",1,-0.000946820525834592,0.0195642785131277,0.00985628591260233
2023-02-01,"2023-2024",1.5,-0.00100299545295728,0.0194351161519936,0.0101411766953143
2023-02-01,"2023-2024",2,-0.00100299545295728,0.0194351161519936,0.0101411766953143
2023-02-01,"2023-2024",2.5,-0.00100299545295728,0.0194351161519936,0.0101411766953143
2023-02-01,"2023-2024",3,-0.00100299545295728,0.0194351161519936,0.0101411766953143
2023-02-02,"2023-2024",1,0.00122508602320537,0.0195629781568871,0.0099281895572871
2023-02-02,"2023-2024",1.5,0.000783418440800845,0.0194361490445606,0.010288152906957
2023-02-02,"2023-2024",2,0.000783418440800845,0.0194361490445606,0.010288152906957
2023-02-02,"2023-2024",2.5,0.000783418440800845,0.0194361490445606,0.010288152906957
2023-02-02,"2023-2024",3,0.000783418440800845,0.0194361490445606,0.010288152906957
2023-02-03,"2023-2024",1,-0.00257909529667872,0.0247731119123216,0.0101050704276078
2023-02-03,"2023-2024",1.5,-0.00259930556689137,0.0247708546019527,0.0102508360271149
2023-02-03,"2023-2024",2,-0.00259930556689137,0.0247708546019527,0.0102508360271149
2023-02-03,"2023-2024",2.5,-0.00259930556689137,0.0247708546019527,0.0102508360271149
2023-02-03,"2023-2024",3,-0.00259930556689137,0.0247708546019527,0.0102508360271149
2023-02-06,"2023-2024",1,0.00300243493315793,0.0247835466242802,0.00981884386859429
2023-02-06,"2023-2024",1.5,0.0030117131254472,0.0247812682527947,0.00994790755967313
2023-02-06,"2023-2024",2,0.0030117131254472,0.0247812682527947,0.00994790755967313
2023-02-06,"2023-2024",2.5,0.0030117131254472,0.0247812682527947,0.00994790755967313
2023-02-06,"2023-2024",3,0.0030117131254472,0.0247812682527947,0.00994790755967313
2023-02-07,"2023-2024",1,0.00228685153644113,0.0245664907804291,0.0101094527750541
2023-02-07,"2023-2024",1.5,0.00244245697823203,0.0244999418684218,0.010846303998642
2023-02-07,"2023-2024",2,0.00244245697823203,0.0244999418684218,0.010846303998642
2023-02-07,"2023-2024",2.5,0.00244245697823203,0.0244999418684218,0.010846303998642
2023-02-07,"2023-2024",3,0.00244245697823203,0.0244999418684218,0.010846303998642
2023-02-08,"2023-2024",1,3.36454623526812e-05,0.0240465751500813,0.0106878503068444
2023-02-08,"2023-2024",1.5,0.000152568681356767,0.0238832532321021,0.0115679897528763
2023-02-08,"2023-2024",2,0.000152568681356767,0.0238832532321021,0.0115679897528763
2023-02-08,"2023-2024",2.5,0.000152568681356767,0.0238832532321021,0.0115679897528763
2023-02-08,"2023-2024",3,0.000152568681356767,0.0238832532321021,0.0115679897528763
2023-02-09,"2023-2024",1,6.78489200219079e-05,0.0235022037311159,0.0123136355377024
2023-02-09,"2023-2024",1.5,-0.000148160798165302,0.0232219758706679,0.0136627054645765
2023-02-09,"2023-2024",2,-0.000148160798165302,0.0232219758706679,0.0136627054645765
2023-02-09,"2023-2024",2.5,-0.000148160798165302,0.0232219758706679,0.0136627054645765
2023-02-09,"2023-2024",3,-0.000148160798165302,0.0232219758706679,0.0136627054645765
2023-02-10,"2023-2024",1,0.00113170812096872,0.0195335128331729,0.0097415840940014
2023-02-10,"2023-2024",1.5,0.00126548101430666,0.0194076477782571,0.0100244940744458
2023-02-10,"2023-2024",2,0.00126548101430666,0.0194076477782571,0.0100244940744458
2023-02-10,"2023-2024",2.5,0.00126548101430666,0.0194076477782571,0.0100244940744458
2023-02-10,"2023-2024",3,0.00126548101430666,0.0194076477782571,0.0100244940744458
2023-02-13,"2023-2024",1,0.000372508374922557,0.0235269997778053,0.0127572017083552
2023-02-13,"2023-2024",1.5,0.000217982130595462,0.0232877028014432,0.0140676697548037
2023-02-13,"2023-2024",2,0.000217982130595462,0.0232877028014432,0.0140676697548037
2023-02-13,"2023-2024",2.5,0.000217982130595462,0.0232877028014432,0.0140676697548037
2023-02-13,"2023-2024",3,0.000217982130595462,0.0232877028014432,0.0140676697548037
2023-02-14,"2023-2024",1,0.00271364688756228,0.0230283158204746,0.0123551386252653
2023-02-14,"2023-2024",1.5,0.00260022755781295,0.0228081013185031,0.0133755117123473
2023-02-14,"2023-2024",2,0.00260022755781295,0.0228081013185031,0.0133755117123473
2023-02-14,"2023-2024",2.5,0.00260022755781295,0.0228081013185031,0.0133755117123473
2023-02-14,"2023-2024",3,0.00260022755781295,0.0228081013185031,0.0133755117123473
2023-02-15,"2023-2024",1,0.000554195508545998,0.0195318647983244,0.0102952121047353
2023-02-15,"2023-2024",1.5,0.000304021450743875,0.019406477917948,0.0105371163806524
2023-02-15,"2023-2024",2,0.000304021450743875,0.019406477917948,0.0105371163806524
2023-02-15,"2023-2024",2.5,0.000304021450743875,0.019406477917948,0.0105371163806524
2023-02-15,"2023-2024",3,0.000304021450743875,0.019406477917948,0.0105371163806524
2023-02-16,"2023-2024",1,0.0013914942339264,0.0202347204431755,0.010970027617467
2023-02-16,"2023-2024",1.5,0.00172263564882597,0.0200788045964819,0.0107989730540001
2023-02-16,"2023-2024",2,0.00172263564882597,0.0200788045964819,0.0107989730540001
2023-02-16,"2023-2024",2.5,0.00172263564882597,0.0200788045964819,0.0107989730540001
2023-02-16,"2023-2024",3,0.00172263564882597,0.0200788045964819,0.0107989730540001
2023-02-17,"2023-2024",1,-0.000623462404372365,0.0245780331985792,0.010512059999647
2023-02-17,"2023-2024",1.5,-0.000735924479703307,0.024555831427467,0.0105951200469186
2023-02-17,"2023-2024",2,-0.000735924479703307,0.024555831427467,0.0105951200469186
2023-02-17,"2023-2024",2.5,-0.000735924479703307,0.024555831427467,0.0105951200469186
2023-02-17,"2023-2024",3,-0.000735924479703307,0.024555831427467,0.0105951200469186
2023-02-21,"2023-2024",1,0.00216626928913434,0.0235161107179656,0.0130642863934333
2023-02-21,"2023-2024",1.5,0.00248967280477305,0.0232589864891854,0.0141798715735937
2023-02-21,"2023-2024",2,0.00248967280477305,0.0232589864891854,0.0141798715735937
2023-02-21,"2023-2024",2.5,0.00248967280477305,0.0232589864891854,0.0141798715735937
2023-02-21,"2023-2024",3,0.00248967280477305,0.0232589864891854,0.0141798715735937
2023-02-22,"2023-2024",1,0.00294947176559019,0.0235279180632969,0.0131811481353375
2023-02-22,"2023-2024",1.5,0.00263233189501008,0.0232674031875906,0.0143508159090646
2023-02-22,"2023-2024",2,0.00263233189501008,0.0232674031875906,0.0143508159090646
2023-02-22,"2023-2024",2.5,0.00263233189501008,0.0232674031875906,0.0143508159090646
2023-02-22,"2023-2024",3,0.00263233189501008,0.0232674031875906,0.0143508159090646
2023-02-23,"2023-2024",1,-0.000712281676485474,0.0245888042032902,0.0110120014102141
2023-02-23,"2023-2024",1.5,-0.000768422031886124,0.0245421312876649,0.0113183418360574
2023-02-23,"2023-2024",2,-0.000768422031886124,0.0245421312876649,0.0113183418360574
2023-02-23,"2023-2024",2.5,-0.000768422031886124,0.0245421312876649,0.0113183418360574
2023-02-23,"2023-2024",3,-0.000768422031886124,0.0245421312876649,0.0113183418360574
2023-02-24,"2023-2024",1,-0.000105386726897936,0.0237998271948957,0.0119671045937009
2023-02-24,"2023-2024",1.5,1.43818236484539e-05,0.0236710796534957,0.0122925522667082
2023-02-24,"2023-2024",2,1.43818236484539e-05,0.0236710796534957,0.0122925522667082
2023-02-24,"2023-2024",2.5,1.43818236484539e-05,0.0236710796534957,0.0122925522667082
2023-02-24,"2023-2024",3,1.43818236484539e-05,0.0236710796534957,0.0122925522667082
2023-02-27,"2023-2024",1,0.00244049623870097,0.0195414588761545,0.010383993298565
2023-02-27,"2023-2024",1.5,0.00233988032988788,0.0194170265329352,0.0106943863089087
2023-02-27,"2023-2024",2,0.00233988032988788,0.0194170265329352,0.0106943863089087
2023-02-27,"2023-2024",2.5,0.00233988032988788,0.0194170265329352,0.0106943863089087
2023-02-27,"2023-2024",3,0.00233988032988788,0.0194170265329352,0.0106943863089087
2023-02-28,"2023-2024",1,0.00213737786171525,0.0235514544131571,0.0136213565395507
2023-02-28,"2023-2024",1.5,0.00203116106708273,0.0233048572603929,0.0148258623137518
2023-02-28,"2023-2024",2,0.00203116106708273,0.0233048572603929,0.0148258623137518
2023-02-28,"2023-2024",2.5,0.00203116106708273,0.0233048572603929,0.0148258623137518
2023-02-28,"2023-2024",3,0.00203116106708273,0.0233048572603929,0.0148258623137518
2023-03-01,"2023-2024",1,-0.0012665453555597,0.0195628076530936,0.0110314664487757
2023-03-01,"2023-2024",1.5,-0.00134924583597457,0.0194376061558335,0.0113530316414727
2023-03-01,"2023-2024",2,-0.00134924583597457,0.0194376061558335,0.0113530316414727
2023-03-01,"2023-2024",2.5,-0.00134924583597457,0.0194376061558335,0.0113530316414727
2023-03-01,"2023-2024",3,-0.00134924583597457,0.0194376061558335,0.0113530316414727
2023-03-02,"2023-2024",1,-0.0039067929975008,0.0243300668761796,0.0109331752937814
2023-03-02,"2023-2024",1.5,-0.00386949744672221,0.0242692593446548,0.0112094953863259
2023-03-02,"2023-2024",2,-0.00386949744672221,0.0242692593446548,0.0112094953863259
2023-03-02,"2023-2024",2.5,-0.00386949744672221,0.0242692593446548,0.0112094953863259
2023-03-02,"2023-2024",3,-0.00386949744672221,0.0242692593446548,0.0112094953863259
2023-03-03,"2023-2024",1,0.00115344194919213,0.0195775957804252,0.0107660409503489
2023-03-03,"2023-2024",1.5,0.00100389395916522,0.0194521703170246,0.0110999281804596
