Date,Open,High,Low,Close,Volume
,^KS200,^KS200,^KS200,^KS200,^KS200
2015-01-02,243.9600067138672,245.32000732421875,243.25,244.7899932861328,54200000
2015-01-05,243.8300018310547,244.55999755859375,241.75999450683594,244.25999450683594,62800000
2015-01-06,241.36000061035156,242.05999755859375,239.32000732421875,239.92999267578125,66200000
2015-01-07,239.41000366210938,240.91000366210938,239.08999633789062,240.52999877929688,54600000
2015-01-08,242.27999877929688,244.1300048828125,241.67999267578125,243.94000244140625,64000000
2015-01-09,245.97000122070312,247.11000061035156,245.39999389648438,246.0500030517578,65100000
2015-01-12,245.16000366210938,246.27000427246094,245.0500030517578,245.6999969482422,64500000
2015-01-13,244.97999572753906,246.63999938964844,244.47000122070312,246.2899932861328,59900000
2015-01-14,246.47999572753906,247.4600067138672,245.77999877929688,245.99000549316406,70800000
2015-01-15,245.9600067138672,246.6300048828125,244.89999389648438,245.75999450683594,59400000
2015-01-16,244.6999969482422,244.6999969482422,241.77000427246094,242.22000122070312,73300000
2015-01-19,244.05999755859375,245.82000732421875,243.69000244140625,244.77999877929688,63200000
2015-01-20,245.52000427246094,247.38999938964844,245.5,247.24000549316406,55100000
2015-01-21,247.00999450683594,248.58999633789062,246.6300048828125,248.58999633789062,65000000
2015-01-22,249.22000122070312,249.97999572753906,248.00999450683594,248.47000122070312,76600000
2015-01-23,251.75999450683594,251.8000030517578,249.5500030517578,250.32000732421875,78400000
2015-01-26,248.9199981689453,250.2100067138672,248.4199981689453,250.13999938964844,62700000
2015-01-27,250.75999450683594,252.1999969482422,250.55999755859375,252.1999969482422,85000000
2015-01-28,250.82000732421875,252.5,250.1199951171875,252.2100067138672,85200000
2015-01-29,250.4499969482422,251.83999633789062,249.77999877929688,250.4600067138672,83400000
2015-01-30,251.82000732421875,251.83999633789062,249.8800048828125,249.8800048828125,93100000
2015-02-02,249.8300018310547,251.1999969482422,249.49000549316406,250.61000061035156,76500000
2015-02-03,251.6300048828125,251.66000366210938,249.22000122070312,250.3800048828125,79100000
2015-02-04,251.97999572753906,253.07000732421875,251.60000610351562,251.60000610351562,78200000
2015-02-05,251.3300018310547,251.4199981689453,248.89999389648438,249.77999877929688,70000000
2015-02-06,249.88999938964844,250.16000366210938,248.67999267578125,250.16000366210938,76100000
2015-02-09,249.0500030517578,249.94000244140625,248.5800018310547,249.25999450683594,64800000
2015-02-10,249.6199951171875,250.4199981689453,247.66000366210938,247.66000366210938,62800000
2015-02-11,248.49000549316406,249.00999450683594,247.77000427246094,248.39999389648438,64800000
2015-02-12,248.47999572753906,248.5,246.32000732421875,247.7100067138672,66400000
2015-02-13,248.64999389648438,249.75999450683594,248.25999450683594,249.75999450683594,63100000
2015-02-16,250.1699981689453,250.5500030517578,249.5399932861328,249.80999755859375,52100000
2015-02-17,249.36000061035156,250.6699981689453,248.9199981689453,250.3699951171875,55700000
2015-02-23,252.1300048828125,252.50999450683594,250.55999755859375,250.8000030517578,59000000
2015-02-24,251.8300018310547,252.11000061035156,251.08999633789062,251.27999877929688,61700000
2015-02-25,252.72000122070312,253.22000122070312,252.00999450683594,252.9600067138672,79600000
2015-02-26,253.02999877929688,253.1300048828125,251.88999938964844,252.92999267578125,79400000
2015-02-27,252.72999572753906,252.8300018310547,251.1999969482422,251.4600067138672,80300000
2015-03-02,253.1300048828125,253.74000549316406,252.38999938964844,253.64999389648438,92800000
2015-03-03,254.5500030517578,254.97000122070312,253.88999938964844,254.5,87500000
2015-03-04,254.55999755859375,254.72000122070312,253.88999938964844,254.30999755859375,72300000
2015-03-05,254.02000427246094,254.86000061035156,253.63999938964844,254.16000366210938,58400000
2015-03-06,254.74000549316406,256.1499938964844,254.72999572753906,255.9600067138672,83100000
2015-03-09,254.80999755859375,254.94000244140625,252.69000244140625,252.77000427246094,65400000
2015-03-10,253.75999450683594,254.16000366210938,251.75,251.75,76300000
2015-03-11,250.08999633789062,252.66000366210938,250.08999633789062,252.16000366210938,79700000
2015-03-12,251.6699981689453,253.22999572753906,250.27999877929688,250.27999877929688,98700000
2015-03-13,252.55999755859375,253.30999755859375,251.97999572753906,252.17999267578125,66600000
2015-03-16,252.1300048828125,253.1999969482422,251.55999755859375,252.44000244140625,72900000
2015-03-17,253.77000427246094,258.19000244140625,253.6999969482422,258.17999267578125,85100000
2015-03-18,258.45001220703125,259.19000244140625,257.8699951171875,258.2200012207031,85400000
2015-03-19,260.67999267578125,260.67999267578125,258.3699951171875,258.989990234375,120600000
2015-03-20,258.9200134277344,259.32000732421875,257.4200134277344,258.70001220703125,81300000
2015-03-23,259.4800109863281,259.8800048828125,258.1600036621094,258.95001220703125,84500000
2015-03-24,258.5799865722656,259.3399963378906,257.55999755859375,259.1600036621094,71400000
2015-03-25,259.3500061035156,259.8399963378906,258.3800048828125,258.94000244140625,84800000
2015-03-26,256.69000244140625,258.0799865722656,255.80999755859375,255.99000549316406,78200000
2015-03-27,256.4100036621094,256.7300109863281,255.10000610351562,255.5399932861328,72700000
2015-03-30,256.45001220703125,256.57000732421875,254.91000366210938,256.1000061035156,69000000
2015-03-31,257.6600036621094,258.42999267578125,256.1600036621094,257.2799987792969,83500000
2015-04-01,256.44000244140625,256.75,254.74000549316406,254.97000122070312,83100000
2015-04-02,256.07000732421875,256.3699951171875,254.6999969482422,254.99000549316406,76700000
2015-04-03,255.77000427246094,256.9200134277344,255.0500030517578,256.75,67500000
2015-04-06,257.20001220703125,258.42999267578125,256.3399963378906,256.92999267578125,79400000
2015-04-07,258.6499938964844,258.67999267578125,256.6099853515625,256.8800048828125,75000000
2015-04-08,257.0899963378906,258.80999755859375,256.8299865722656,258.510009765625,99700000
2015-04-09,258.44000244140625,259.2099914550781,257.6099853515625,258.3299865722656,85900000
2015-04-10,259.3500061035156,262.20001220703125,259.20001220703125,261.95001220703125,104500000
2015-04-13,262.6199951171875,263.75,262.1099853515625,263.4800109863281,123200000
2015-04-14,263.80999755859375,265.6000061035156,263.20001220703125,265.57000732421875,151100000
2015-04-15,265.760009765625,266.4100036621094,264.92999267578125,265.7699890136719,111900000
2015-04-16,267.6700134277344,268.45001220703125,266.4200134277344,268.45001220703125,113900000
2015-04-17,268.7300109863281,268.80999755859375,267.4200134277344,268.2799987792969,90600000
2015-04-20,266.1400146484375,268.5899963378906,266.1400146484375,268.54998779296875,100100000
2015-04-21,269.0299987792969,269.1300048828125,267.55999755859375,268.1700134277344,102400000
2015-04-22,268.20001220703125,270.6499938964844,267.2200012207031,268.6400146484375,136300000
2015-04-23,270.2699890136719,272.7799987792969,268.8500061035156,272.5899963378906,134700000
2015-04-24,273.80999755859375,275.1099853515625,270.3299865722656,271.04998779296875,144000000
2015-04-27,272.1600036621094,272.2900085449219,269.2900085449219,270.04998779296875,92900000
2015-04-28,270.6300048828125,270.92999267578125,268.1000061035156,268.54998779296875,100600000
2015-04-29,269.5400085449219,269.760009765625,265.9200134277344,268.0299987792969,117300000
2015-04-30,267.0400085449219,267.57000732421875,265.8500061035156,266.4200134277344,107000000
2015-05-04,267.57000732421875,268.55999755859375,266.989990234375,267.3299865722656,81100000
2015-05-06,265.9599914550781,266.17999267578125,263.0899963378906,264.0299987792969,103600000
2015-05-07,263.1099853515625,263.489990234375,260.1000061035156,262.4700012207031,97400000
2015-05-08,262.1099853515625,262.7200012207031,260.80999755859375,260.80999755859375,69300000
2015-05-11,263.45001220703125,263.8800048828125,261.489990234375,261.489990234375,71200000
2015-05-12,262.1199951171875,262.3500061035156,260.5199890136719,261.4200134277344,78800000
2015-05-13,261.82000732421875,263.6499938964844,261.7300109863281,263.25,73300000
2015-05-14,263.17999267578125,263.8800048828125,262.6300048828125,263.69000244140625,74900000
2015-05-15,265.239990234375,265.510009765625,261.0899963378906,261.3299865722656,82300000
2015-05-18,261.2799987792969,261.9700012207031,260.45001220703125,261.9700012207031,81500000
2015-05-19,261.8399963378906,263.9700012207031,261.0400085449219,262.9200134277344,87600000
2015-05-20,263.7900085449219,265.5400085449219,263.42999267578125,265.3599853515625,92600000
2015-05-21,265.20001220703125,265.3800048828125,262.4100036621094,262.6600036621094,84400000
2015-05-22,263.6600036621094,266.0299987792969,263.2799987792969,266.0299987792969,99700000
2015-05-26,265.9599914550781,266.1600036621094,263.82000732421875,265.4100036621094,100600000
2015-05-27,263.8999938964844,264.2200012207031,259.7200012207031,260.1600036621094,103100000
2015-05-28,261.1300048828125,261.92999267578125,260.05999755859375,260.05999755859375,93500000
