Date,Close,Open,High,Low
,SPLRCD,SPLRCD,SPLRCD,SPLRCD
2024.6.18,"1,463.71","1,468.42","1,468.86","1,458.19"
2024.6.17,"1,469.92","1,443.14","1,473.95","1,443.14"
2024.6.14,"1,449.13","1,454.46","1,454.91","1,439.81"
2024.6.13,"1,458.79","1,468.20","1,472.81","1,452.81"
2024.6.12,"1,461.78","1,460.29","1,471.52","1,455.44"
2024.6.11,"1,449.54","1,450.82","1,452.16","1,436.30"
2024.6.10,"1,452.68","1,441.99","1,454.06","1,441.44"
2024.6.7,"1,445.29","1,444.98","1,454.83","1,443.48"
2024.6.6,"1,451.47","1,439.20","1,451.57","1,439.20"
2024.6.5,"1,437.51","1,430.47","1,437.76","1,420.29"
2024.6.4,"1,427.99","1,419.48","1,433.74","1,417.86"
2024.6.3,"1,425.53","1,425.94","1,430.81","1,411.67"
2024.5.31,"1,423.51","1,419.99","1,424.13","1,402.29"
2024.5.30,"1,421.31","1,420.98","1,425.66","1,416.62"
2024.5.29,"1,418.70","1,417.99","1,425.87","1,417.91"
2024.5.28,"1,426.67","1,421.56","1,428.80","1,418.59"
2024.5.24,"1,427.98","1,422.61","1,433.75","1,421.74"
2024.5.23,"1,417.34","1,443.37","1,443.79","1,414.04"
2024.5.22,"1,439.19","1,447.76","1,451.84","1,433.06"
2024.5.21,"1,451.49","1,440.64","1,451.82","1,435.63"
2024.5.20,"1,444.45","1,452.49","1,457.52","1,441.75"
2024.5.17,"1,454.92","1,448.07","1,455.40","1,445.17"
2024.5.16,"1,447.87","1,457.61","1,461.23","1,447.43"
2024.5.15,"1,458.87","1,462.32","1,463.31","1,447.20"
2024.5.14,"1,458.93","1,447.12","1,461.56","1,447.00"
2024.5.13,"1,452.56","1,462.12","1,463.28","1,447.29"
2024.5.10,"1,455.72","1,464.32","1,467.23","1,452.61"
2024.5.9,"1,464.58","1,456.32","1,470.39","1,452.40"
2024.5.8,"1,454.59","1,447.49","1,456.79","1,447.28"
2024.5.7,"1,460.52","1,468.73","1,468.93","1,456.33"
2024.5.6,"1,468.71","1,459.67","1,468.79","1,456.64"
2024.5.2,"1,443.05","1,435.68","1,445.67","1,423.04"
2024.5.1,"1,420.56","1,431.56","1,450.96","1,411.35"
2024.4.30,"1,420.81","1,447.48","1,454.53","1,420.81"
2024.4.29,"1,459.57","1,458.55","1,461.60","1,446.04"
2024.4.26,"1,430.49","1,421.09","1,439.69","1,417.43"
2024.4.25,"1,411.90","1,378.31","1,413.82","1,378.31"
2024.4.24,"1,414.72","1,423.37","1,428.03","1,405.78"
2024.4.23,"1,407.74","1,398.04","1,411.52","1,391.21"
2024.4.22,"1,391.28","1,387.03","1,398.12","1,376.78"
2024.4.19,"1,382.14","1,397.68","1,400.60","1,376.29"
2024.4.18,"1,398.81","1,410.72","1,417.28","1,395.13"
2024.4.17,"1,408.76","1,423.65","1,424.34","1,402.10"
2024.4.16,"1,416.78","1,416.48","1,425.26","1,410.65"
2024.4.15,"1,424.15","1,457.89","1,457.89","1,423.21"
2024.4.12,"1,447.58","1,459.49","1,460.57","1,442.35"
2024.4.11,"1,471.25","1,462.73","1,475.86","1,450.94"
2024.4.10,"1,457.61","1,452.67","1,460.94","1,449.58"
2024.4.9,"1,475.21","1,476.22","1,477.54","1,464.01"
2024.4.8,"1,468.41","1,468.54","1,474.72","1,465.37"
2024.4.5,"1,457.52","1,449.34","1,466.38","1,449.11"
2024.4.4,"1,443.88","1,473.37","1,478.54","1,443.83"
2024.4.3,"1,460.80","1,452.46","1,465.92","1,451.52"
2024.4.2,"1,457.63","1,455.04","1,458.35","1,449.85"
2024.4.1,"1,476.47","1,486.93","1,490.90","1,470.86"
2024.3.28,"1,485.49","1,487.48","1,491.84","1,483.83"
2024.3.27,"1,487.53","1,481.59","1,487.81","1,474.58"
2024.3.26,"1,471.29","1,480.01","1,485.11","1,470.53"
2024.3.25,"1,471.97","1,470.09","1,477.32","1,468.30"
2024.3.22,"1,475.13","1,471.23","1,478.58","1,467.89"
2024.3.21,"1,484.43","1,487.91","1,493.28","1,484.43"
2024.3.20,"1,477.59","1,458.37","1,477.99","1,456.39"
2024.3.19,"1,456.42","1,443.47","1,457.42","1,441.28"
2024.3.18,"1,443.98","1,448.89","1,452.19","1,439.96"
2024.3.15,"1,435.10","1,444.00","1,451.00","1,431.14"
2024.3.14,"1,451.69","1,460.17","1,461.15","1,444.67"
2024.3.13,"1,458.03","1,457.24","1,467.53","1,456.13"
2024.3.12,"1,459.59","1,450.32","1,466.08","1,441.51"
2024.3.11,"1,445.24","1,447.75","1,452.13","1,441.76"
2024.3.8,"1,452.39","1,460.37","1,468.22","1,447.81"
2024.3.7,"1,459.66","1,451.84","1,465.96","1,451.36"
2024.3.6,"1,447.08","1,459.24","1,462.47","1,443.40"
2024.3.5,"1,452.75","1,463.03","1,464.25","1,447.24"
2024.3.4,"1,472.03","1,484.40","1,490.03","1,471.90"
2024.3.1,"1,491.02","1,482.59","1,492.94","1,476.70"
2024.2.29,"1,485.31","1,475.89","1,487.86","1,470.79"
2024.2.28,"1,472.04","1,463.90","1,479.15","1,463.90"
2024.2.27,"1,467.35","1,470.32","1,473.92","1,462.18"
2024.2.26,"1,464.59","1,464.39","1,471.66","1,462.98"
2024.2.23,"1,461.27","1,461.74","1,467.33","1,458.14"
2024.2.22,"1,466.32","1,452.89","1,467.86","1,448.13"
2024.2.21,"1,434.95","1,428.73","1,441.87","1,425.18"
2024.2.20,"1,424.65","1,425.01","1,430.21","1,415.02"
2024.2.16,"1,439.11","1,441.57","1,446.63","1,428.56"
2024.2.15,"1,445.11","1,433.93","1,445.48","1,427.74"
2024.2.14,"1,432.44","1,421.78","1,433.29","1,415.39"
2024.2.13,"1,417.96","1,416.50","1,426.52","1,409.54"
2024.2.12,"1,446.31","1,451.48","1,457.38","1,443.64"
2024.2.9,"1,450.31","1,436.23","1,452.98","1,434.65"
2024.2.8,"1,436.11","1,431.15","1,438.01","1,428.62"
2024.2.7,"1,431.92","1,423.26","1,436.67","1,420.61"
2024.2.6,"1,415.99","1,406.00","1,416.65","1,405.65"
2024.2.5,"1,410.75","1,413.71","1,414.44","1,394.42"
2024.2.2,"1,429.55","1,414.28","1,435.43","1,406.23"
2024.2.1,"1,394.73","1,374.11","1,395.95","1,371.15"
2024.1.31,"1,367.70","1,383.68","1,391.02","1,366.09"
2024.1.30,"1,393.51","1,398.24","1,401.92","1,390.99"
2024.1.29,"1,396.54","1,379.68","1,396.81","1,377.82"
2024.1.26,"1,377.67","1,377.07","1,385.02","1,371.55"
2024.1.25,"1,370.13","1,372.59","1,373.15","1,360.78"
2024.1.24,"1,384.65","1,398.27","1,399.35","1,383.39"
2024.1.23,"1,388.01","1,392.59","1,395.07","1,380.30"
2024.1.22,"1,389.99","1,400.51","1,403.46","1,384.95"
2024.1.19,"1,397.23","1,383.55","1,400.17","1,377.43"
2024.1.18,"1,383.09","1,380.67","1,384.28","1,369.19"
2024.1.17,"1,374.59","1,373.49","1,375.96","1,364.42"
2024.1.16,"1,387.23","1,380.91","1,393.22","1,378.21"
2024.1.12,"1,390.05","1,400.64","1,406.11","1,387.12"
2024.1.11,"1,404.75","1,407.07","1,410.82","1,389.97"
2024.1.10,"1,405.16","1,396.01","1,408.09","1,395.11"
2024.1.9,"1,391.47","1,384.04","1,393.34","1,381.29"
2024.1.8,"1,393.36","1,372.87","1,394.82","1,370.93"
2024.1.5,"1,369.16","1,362.88","1,379.42","1,362.25"
2024.1.4,"1,365.24","1,368.12","1,383.58","1,365.07"
2024.1.3,"1,378.56","1,394.17","1,396.97","1,377.71"
2024.1.2,"1,405.01","1,414.09","1,414.89","1,399.11"
2023.12.29,"1,418.09","1,427.77","1,430.32","1,413.37"
2023.12.28,"1,427.14","1,435.91","1,438.25","1,426.18"
2023.12.27,"1,432.99","1,431.21","1,438.24","1,430.32"
2023.12.26,"1,429.19","1,426.93","1,431.28","1,424.58"
2023.12.22,"1,424.21","1,429.23","1,434.62","1,418.40"
2023.12.21,"1,433.50","1,426.04","1,434.18","1,419.33"
2023.12.20,"1,413.11","1,433.51","1,445.23","1,412.69"
2023.12.19,"1,438.20","1,432.70","1,441.63","1,431.81"
2023.12.18,"1,428.18","1,418.90","1,431.72","1,418.06"
2023.12.15,"1,416.96","1,410.85","1,419.56","1,407.35"
2023.12.14,"1,410.22","1,403.85","1,415.75","1,397.87"
2023.12.13,"1,395.22","1,378.08","1,396.08","1,366.34"
2023.12.12,"1,376.60","1,368.31","1,377.35","1,365.01"
2023.12.11,"1,371.13","1,365.12","1,372.61","1,361.09"
2023.12.8,"1,369.43","1,356.34","1,372.00","1,354.90"
2023.12.7,"1,363.54","1,358.86","1,365.63","1,353.08"
2023.12.6,"1,351.44","1,362.63","1,366.00","1,350.44"
2023.12.5,"1,351.92","1,339.06","1,364.71","1,338.52"
2023.12.4,"1,347.65","1,343.13","1,352.14","1,338.96"
2023.12.1,"1,353.94","1,331.45","1,354.17","1,329.45"
2023.11.30,"1,336.91","1,336.08","1,338.56","1,325.75"
2023.11.29,"1,339.14","1,353.02","1,358.89","1,337.96"
2023.11.28,"1,343.90","1,335.99","1,344.65","1,327.41"
2023.11.27,"1,336.71","1,337.09","1,344.55","1,330.12"
2023.11.24,"1,334.14","1,330.47","1,336.25","1,329.02"
2023.11.22,"1,332.36","1,333.27","1,341.97","1,327.74"
2023.11.21,"1,325.78","1,320.90","1,326.77","1,315.32"
2023.11.20,"1,330.78","1,323.42","1,333.86","1,319.95"
2023.11.17,"1,323.93","1,317.28","1,326.74","1,310.23"
2023.11.16,"1,314.32","1,313.11","1,323.55","1,307.93"
2023.11.15,"1,326.39","1,333.77","1,336.55","1,321.81"
2023.11.14,"1,326.91","1,313.69","1,331.27","1,313.69"
2023.11.13,"1,284.31","1,273.46","1,288.49","1,267.58"
2023.11.10,"1,280.59","1,260.36","1,281.10","1,254.67"
2023.11.9,"1,259.72","1,280.95","1,281.64","1,254.78"
2023.11.8,"1,283.04","1,288.13","1,289.14","1,275.49"
2023.11.7,"1,286.30","1,275.01","1,288.17","1,272.63"
2023.11.6,"1,271.20","1,274.01","1,278.01","1,262.99"
2023.11.3,"1,268.86","1,264.29","1,275.55","1,264.29"
2023.11.2,"1,253.70","1,245.04","1,254.39","1,239.88"
2023.11.1,"1,224.35","1,213.93","1,225.34","1,206.17"
2023.10.31,"1,207.03","1,199.17","1,210.42","1,194.31"
2023.10.30,"1,198.53","1,197.96","1,204.07","1,186.46"
2023.10.27,"1,183.57","1,190.60","1,201.69","1,179.44"
2023.10.26,"1,163.81","1,178.42","1,186.38","1,162.19"
2023.10.25,"1,182.29","1,200.72","1,200.72","1,180.64"
2023.10.24,"1,211.39","1,208.59","1,218.45","1,201.35"
2023.10.23,"1,198.95","1,190.92","1,213.18","1,179.53"
2023.10.20,"1,196.39","1,211.70","1,213.27","1,195.84"
2023.10.19,"1,216.55","1,235.60","1,242.80","1,210.32"
2023.10.18,"1,243.93","1,263.28","1,265.65","1,241.35"
2023.10.17,"1,273.59","1,260.45","1,280.50","1,256.69"
2023.10.16,"1,272.81","1,259.22","1,276.89","1,257.79"
2023.10.13,"1,252.16","1,271.91","1,274.28","1,248.43"
2023.10.12,"1,270.66","1,283.32","1,287.55","1,262.08"
2023.10.11,"1,282.90","1,282.13","1,288.20","1,271.12"
2023.10.10,"1,276.75","1,264.83","1,288.59","1,264.63"
2023.10.9,"1,262.98","1,245.15","1,265.56","1,238.08"
2023.10.6,"1,260.72","1,237.69","1,265.64","1,231.99"
2023.10.5,"1,251.95","1,255.97","1,258.93","1,241.62"
2023.10.4,"1,259.10","1,241.48","1,261.09","1,241.20"
2023.10.3,"1,234.72","1,256.56","1,258.77","1,230.30"
2023.10.2,"1,267.60","1,257.68","1,277.42","1,254.56"
2023.9.29,"1,264.00","1,275.08","1,280.30","1,257.26"
2023.9.28,"1,257.30","1,239.25","1,261.32","1,235.96"
2023.9.27,"1,245.24","1,252.02","1,257.48","1,232.83"
2023.9.26,"1,249.98","1,264.82","1,271.51","1,246.83"
2023.9.25,"1,275.84","1,262.69","1,278.86","1,259.56"
2023.9.22,"1,267.40","1,287.70","1,290.45","1,266.02"
2023.9.21,"1,278.57","1,296.45","1,297.97","1,278.34"
2023.9.20,"1,316.47","1,336.56","1,341.39","1,316.35"
2023.9.19,"1,331.01","1,331.24","1,333.58","1,318.14"
2023.9.18,"1,339.68","1,350.85","1,352.24","1,337.27"
2023.9.15,"1,353.31","1,373.40","1,374.41","1,350.84"
2023.9.14,"1,379.21","1,371.36","1,383.65","1,364.85"
2023.9.13,"1,367.22","1,357.63","1,370.22","1,354.76"
2023.9.12,"1,355.07","1,361.37","1,370.02","1,354.50"
2023.9.11,"1,367.31","1,349.40","1,369.48","1,348.54"
2023.9.8,"1,330.46","1,327.36","1,339.14","1,326.58"
2023.9.7,"1,330.02","1,310.28","1,331.76","1,307.03"
2023.9.6,"1,323.38","1,329.65","1,331.83","1,315.17"
2023.9.5,"1,336.36","1,333.82","1,339.66","1,325.79"
2023.9.1,"1,337.52","1,352.39","1,355.88","1,329.23"
2023.8.31,"1,344.81","1,338.65","1,351.42","1,337.76"
2023.8.30,"1,338.04","1,331.22","1,343.26","1,327.37"
2023.8.29,"1,333.64","1,305.31","1,334.16","1,304.50"
2023.8.28,"1,302.98","1,305.20","1,308.16","1,295.03"
2023.8.25,"1,298.21","1,290.76","1,302.06","1,278.22"
2023.8.24,"1,284.07","1,312.54","1,313.11","1,284.05"
2023.8.23,"1,310.37","1,294.60","1,313.71","1,292.71"
2023.8.22,"1,299.58","1,308.94","1,310.02","1,295.50"
2023.8.21,"1,298.40","1,290.23","1,300.57","1,283.70"
2023.8.18,"1,283.67","1,270.54","1,287.69","1,270.54"
2023.8.17,"1,287.83","1,312.13","1,312.97","1,286.67"
2023.8.16,"1,308.55","1,316.27","1,328.24","1,308.26"
2023.8.15,"1,325.41","1,339.73","1,346.64","1,323.52"
2023.8.14,"1,343.80","1,331.27","1,343.87","1,328.94"
2023.8.11,"1,338.53","1,335.69","1,342.62","1,328.44"
2023.8.10,"1,342.32","1,349.04","1,361.88","1,335.93"
2023.8.9,"1,338.64","1,356.09","1,356.21","1,336.50"
2023.8.8,"1,354.90","1,353.60","1,356.69","1,342.16"
2023.8.7,"1,366.76","1,357.24","1,366.81","1,345.93"
2023.8.4,"1,351.90","1,370.40","1,376.93","1,350.85"
2023.8.3,"1,326.59","1,315.00","1,330.10","1,311.03"
2023.8.2,"1,322.05","1,332.07","1,335.62","1,318.31"
2023.8.1,"1,346.88","1,358.91","1,358.91","1,346.23"
2023.7.31,"1,362.52","1,358.85","1,362.85","1,354.02"
2023.7.28,"1,354.99","1,342.23","1,358.39","1,341.02"
2023.7.27,"1,330.34","1,354.90","1,360.87","1,327.97"
2023.7.26,"1,341.96","1,332.35","1,347.99","1,332.18"
2023.7.25,"1,342.80","1,347.94","1,348.17","1,339.63"
2023.7.24,"1,345.84","1,337.50","1,348.26","1,331.24"
2023.7.21,"1,338.83","1,349.29","1,349.29","1,332.25"
2023.7.20,"1,338.34","1,371.37","1,371.37","1,336.58"
2023.7.19,"1,385.45","1,382.89","1,391.32","1,380.97"
2023.7.18,"1,378.25","1,368.73","1,381.93","1,364.13"
2023.7.17,"1,374.46","1,373.03","1,377.92","1,369.12"
2023.7.14,"1,370.10","1,365.57","1,376.68","1,365.42"
2023.7.13,"1,366.41","1,366.87","1,369.50","1,355.88"
2023.7.12,"1,351.81","1,356.80","1,358.89","1,347.92"
2023.7.11,"1,338.99","1,330.65","1,340.90","1,330.24"
2023.7.10,"1,327.60","1,325.88","1,328.79","1,316.05"
2023.7.7,"1,326.17","1,325.05","1,339.24","1,322.21"
2023.7.6,"1,323.82","1,329.38","1,330.60","1,318.27"
2023.7.5,"1,345.97","1,344.19","1,348.42","1,338.16"
2023.7.3,"1,344.84","1,344.73","1,352.69","1,343.36"
2023.6.30,"1,330.54","1,322.46","1,334.14","1,321.30"
2023.6.29,"1,312.58","1,313.45","1,317.02","1,305.03"
2023.6.28,"1,311.84","1,306.00","1,323.32","1,306.00"
2023.6.27,"1,308.58","1,290.42","1,311.39","1,288.36"
2023.6.26,"1,282.20","1,291.60","1,309.98","1,281.88"
2023.6.23,"1,298.40","1,299.39","1,310.36","1,293.00"
2023.6.22,"1,312.91","1,286.90","1,312.91","1,285.19"
2023.6.21,"1,293.07","1,308.71","1,311.95","1,290.64"
2023.6.20,"1,308.39","1,295.32","1,309.85","1,292.37"
2023.6.16,"1,298.65","1,309.45","1,310.06","1,297.96"
2023.6.15,"1,301.04","1,281.80","1,305.70","1,278.47"
2023.6.14,"1,292.23","1,295.86","1,299.41","1,275.46"
2023.6.13,"1,293.65","1,292.28","1,294.55","1,280.39"
2023.6.12,"1,280.79","1,267.53","1,282.99","1,263.15"
2023.6.9,"1,258.94","1,267.75","1,276.09","1,256.37"
2023.6.8,"1,253.45","1,237.53","1,256.20","1,235.85"
2023.6.7,"1,234.14","1,253.72","1,257.20","1,231.87"
2023.6.6,"1,245.44","1,231.65","1,246.86","1,230.36"
2023.6.5,"1,233.19","1,229.05","1,237.08","1,226.03"
2023.6.2,"1,228.92","1,216.52","1,233.86","1,215.62"
2023.6.1,"1,202.50","1,187.38","1,208.08","1,179.44"
2023.5.31,"1,188.04","1,190.83","1,193.61","1,171.97"
2023.5.30,"1,199.02","1,204.15","1,208.27","1,191.68"
2023.5.26,"1,190.01","1,166.58","1,199.69","1,166.58"
2023.5.25,"1,162.34","1,172.10","1,172.10","1,158.78"
2023.5.24,"1,168.38","1,169.40","1,174.42","1,159.17"
2023.5.23,"1,171.09","1,171.45","1,187.33","1,169.21"
2023.5.22,"1,181.37","1,187.66","1,189.30","1,177.39"
2023.5.19,"1,185.73","1,192.84","1,193.54","1,180.43"
2023.5.18,"1,195.75","1,181.31","1,196.32","1,180.53"
2023.5.17,"1,177.59","1,162.45","1,178.71","1,161.31"
2023.5.16,"1,154.05","1,150.12","1,164.49","1,148.49"
2023.5.15,"1,156.98","1,156.67","1,159.80","1,146.78"
2023.5.12,"1,155.36","1,170.22","1,172.00","1,148.37"
2023.5.11,"1,165.73","1,161.44","1,167.13","1,156.18"
2023.5.10,"1,159.34","1,162.84","1,168.95","1,146.27"
2023.5.9,"1,152.10","1,146.54","1,152.79","1,143.98"
2023.5.8,"1,151.90","1,151.54","1,152.31","1,144.32"
2023.5.5,"1,148.40","1,134.49","1,150.01","1,133.96"
2023.5.4,"1,125.90","1,135.69","1,139.12","1,124.22"
2023.5.3,"1,133.79","1,139.08","1,152.60","1,132.79"
2023.5.2,"1,141.94","1,137.87","1,144.30","1,128.72"
2023.5.1,"1,140.15","1,150.07","1,151.56","1,138.58"
2023.4.28,"1,152.42","1,148.64","1,154.75","1,134.41"
2023.4.27,"1,152.85","1,132.38","1,154.17","1,129.53"
2023.4.26,"1,121.81","1,132.18","1,136.79","1,119.64"
2023.4.25,"1,126.10","1,141.78","1,143.64","1,125.90"
2023.4.24,"1,149.64","1,152.79","1,159.49","1,139.30"
2023.4.21,"1,150.47","1,146.60","1,155.33","1,138.09"
2023.4.20,"1,136.78","1,135.47","1,146.45","1,130.51"
2023.4.19,"1,153.85","1,143.52","1,160.36","1,142.74"
2023.4.18,"1,153.59","1,158.31","1,160.58","1,148.93"
2023.4.17,"1,152.15","1,148.98","1,154.86","1,141.45"
2023.4.14,"1,144.40","1,140.59","1,151.12","1,134.86"
2023.4.13,"1,142.93","1,125.71","1,144.03","1,122.27"
2023.4.12,"1,117.09","1,142.90","1,143.76","1,115.97"
2023.4.11,"1,134.57","1,134.72","1,141.09","1,129.80"
2023.4.10,"1,134.39","1,118.59","1,134.41","1,111.15"
2023.4.6,"1,129.59","1,124.01","1,131.13","1,113.52"
2023.4.5,"1,129.03","1,148.78","1,148.78","1,126.71"
2023.4.4,"1,152.52","1,157.58","1,159.69","1,142.32"
2023.4.3,"1,153.35","1,153.09","1,158.53","1,145.53"
2023.3.31,"1,163.98","1,140.01","1,164.49","1,140.01"
2023.3.30,"1,134.30","1,134.59","1,140.16","1,129.80"
2023.3.29,"1,124.22","1,115.08","1,124.78","1,111.68"
2023.3.28,"1,103.20","1,105.39","1,107.09","1,095.66"
2023.3.27,"1,104.44","1,112.56","1,116.72","1,099.94"
2023.3.24,"1,102.47","1,101.77","1,104.29","1,088.79"
2023.3.23,"1,106.39","1,119.67","1,128.38","1,095.45"
2023.3.22,"1,106.94","1,133.75","1,140.78","1,106.79"
2023.3.21,"1,131.84","1,114.70","1,133.37","1,114.10"
2023.3.20,"1,101.95","1,094.69","1,107.88","1,088.13"
2023.3.17,"1,097.66","1,110.12","1,112.33","1,088.57"
2023.3.16,"1,111.48","1,086.45","1,116.09","1,084.31"
2023.3.15,"1,090.94","1,078.75","1,091.96","1,071.31"
2023.3.14,"1,093.24","1,088.01","1,096.02","1,079.51"
2023.3.13,"1,074.90","1,058.70","1,088.23","1,053.27"
2023.3.10,"1,072.43","1,086.93","1,097.82","1,068.92"
2023.3.9,"1,083.03","1,108.97","1,118.77","1,081.95"
2023.3.8,"1,109.19","1,108.91","1,110.17","1,098.47"
2023.3.7,"1,112.05","1,127.33","1,131.15","1,111.59"
2023.3.6,"1,127.45","1,137.34","1,142.43","1,127.19"
2023.3.3,"1,135.50","1,121.45","1,137.50","1,119.06"
2023.3.2,"1,111.95","1,095.80","1,113.49","1,094.96"
2023.3.1,"1,115.49","1,127.48","1,129.46","1,109.33"
2023.2.28,"1,130.01","1,131.24","1,138.14","1,125.43"
2023.2.27,"1,130.63","1,130.60","1,139.12","1,126.36"
2023.2.24,"1,117.47","1,114.47","1,119.23","1,108.13"
2023.2.23,"1,135.21","1,139.81","1,140.35","1,116.17"
2023.2.22,"1,136.21","1,133.00","1,143.52","1,128.16"
2023.2.21,"1,130.38","1,147.89","1,154.74","1,130.19"
2023.2.17,"1,169.45","1,163.40","1,169.68","1,149.63"
2023.2.16,"1,168.99","1,178.91","1,193.14","1,168.82"
2023.2.15,"1,194.85","1,178.59","1,194.90","1,173.42"
2023.2.14,"1,181.11","1,158.64","1,183.62","1,151.98"
2023.2.13,"1,167.37","1,150.07","1,167.66","1,143.03"
2023.2.10,"1,150.55","1,153.90","1,159.37","1,141.20"
2023.2.9,"1,164.75","1,182.95","1,190.31","1,159.20"
2023.2.8,"1,167.17","1,172.93","1,176.51","1,159.62"
2023.2.7,"1,177.70","1,169.08","1,180.72","1,148.23"
2023.2.6,"1,175.12","1,173.03","1,182.26","1,165.53"
2023.2.3,"1,176.67","1,176.24","1,204.75","1,171.42"
2023.2.2,"1,214.42","1,203.51","1,228.49","1,198.23"
2023.2.1,"1,178.10","1,154.26","1,187.01","1,141.57"
2023.1.31,"1,156.22","1,132.04","1,156.33","1,131.72"
2023.1.30,"1,131.09","1,142.82","1,149.25","1,129.98"
2023.1.27,"1,150.81","1,127.16","1,159.39","1,126.41"
2023.1.26,"1,125.24","1,122.99","1,127.80","1,111.03"
2023.1.25,"1,102.83","1,078.57","1,103.99","1,072.26"
2023.1.24,"1,096.90","1,086.75","1,102.04","1,086.37"
2023.1.23,"1,098.79","1,085.35","1,102.52","1,078.55"
2023.1.20,"1,081.81","1,058.12","1,082.22","1,053.41"
2023.1.19,"1,055.81","1,066.06","1,068.96","1,050.70"
2023.1.18,"1,073.99","1,100.00","1,105.25","1,073.38"
2023.1.17,"1,088.11","1,091.75","1,096.68","1,084.97"
2023.1.13,"1,087.35","1,062.72","1,087.99","1,061.60"
2023.1.12,"1,076.86","1,081.98","1,082.95","1,059.73"
2023.1.11,"1,075.02","1,056.12","1,075.14","1,056.12"
2023.1.10,"1,046.97","1,036.07","1,047.00","1,029.35"
2023.1.9,"1,033.93","1,039.83","1,050.54","1,033.28"
2023.1.6,"1,028.10","1,001.09","1,031.70",994.32
2023.1.5,"1,004.03","1,007.65","1,010.47",997.78
2023.1.4,"1,013.67","1,010.94","1,021.06",996.49
2023.1.3,999.54,"1,010.71","1,014.09",987.46
2022.12.30,"1,005.48",998.21,"1,005.53",994.06
2022.12.29,"1,008.32",997.21,"1,010.48",993.69
2022.12.28,983.06,992.04,"1,001.36",981.17
2022.12.27,991.55,"1,003.95","1,004.51",990.89
2022.12.23,"1,008.10",998.9,"1,010.70",991.92
2022.12.22,"1,000.97","1,016.53","1,016.53",986.4
2022.12.21,"1,027.58","1,024.87","1,032.90","1,019.99"
2022.12.20,"1,011.57","1,017.65","1,025.51","1,010.30"
2022.12.19,"1,023.14","1,041.22","1,041.45","1,019.29"
2022.12.16,"1,040.40","1,053.75","1,056.83","1,034.14"
2022.12.15,"1,058.81","1,062.91","1,065.24","1,050.84"
2022.12.14,"1,078.04","1,084.72","1,092.59","1,066.16"
2022.12.13,"1,085.93","1,119.67","1,128.28","1,073.85"
2022.12.12,"1,083.79","1,077.00","1,083.81","1,070.74"
2022.12.9,"1,079.62","1,078.29","1,090.27","1,076.79"
2022.12.8,"1,085.24","1,076.61","1,088.88","1,070.21"
2022.12.7,"1,073.98","1,071.47","1,085.28","1,069.33"
2022.12.6,"1,079.12","1,094.86","1,098.04","1,070.37"
2022.12.5,"1,096.92","1,115.65","1,118.71","1,094.34"
2022.12.2,"1,130.29","1,117.01","1,133.08","1,117.01"
2022.12.1,"1,132.42","1,139.78","1,140.89","1,124.46"
2022.11.30,"1,133.65","1,096.10","1,133.66","1,087.93"
2022.11.29,"1,095.49","1,101.75","1,104.51","1,091.67"
2022.11.28,"1,100.38","1,101.83","1,114.54","1,098.15"
2022.11.25,"1,107.04","1,106.33","1,111.01","1,101.90"
2022.11.23,"1,106.37","1,096.60","1,108.99","1,093.35"
2022.11.22,"1,091.89","1,083.71","1,092.50","1,076.15"
2022.11.21,"1,079.21","1,089.23","1,093.36","1,072.74"
2022.11.18,"1,094.65","1,107.36","1,107.36","1,081.95"
2022.11.17,"1,094.22","1,092.54","1,099.47","1,084.58"
2022.11.16,"1,108.27","1,103.43","1,117.97","1,099.29"
2022.11.15,"1,124.69","1,135.92","1,143.26","1,111.93"
2022.11.14,"1,110.93","1,118.53","1,128.54","1,109.59"
2022.11.11,"1,130.23","1,106.12","1,135.99","1,101.20"
2022.11.10,"1,103.07","1,073.16","1,104.89","1,066.48"
2022.11.9,"1,024.24","1,049.15","1,055.48","1,023.30"
2022.11.8,"1,057.18","1,062.27","1,069.96","1,042.98"
2022.11.7,"1,060.39","1,073.62","1,074.02","1,049.76"
2022.11.4,"1,066.96","1,083.98","1,092.65","1,045.99"
2022.11.3,"1,057.84","1,059.07","1,071.57","1,052.81"
2022.11.2,"1,067.26","1,107.57","1,114.21","1,066.87"
2022.11.1,"1,109.34","1,144.33","1,146.40","1,106.49"
2022.10.31,"1,124.52","1,127.56","1,133.82","1,114.43"
2022.10.28,"1,132.37","1,099.51","1,133.82","1,092.15"
2022.10.27,"1,135.78","1,149.31","1,154.21","1,132.44"
2022.10.26,"1,144.03","1,141.62","1,167.69","1,137.25"
2022.10.25,"1,156.26","1,131.13","1,159.63","1,131.13"
2022.10.24,"1,129.80","1,119.41","1,134.79","1,100.39"
2022.10.21,"1,124.42","1,089.81","1,125.44","1,085.24"
2022.10.20,"1,092.49","1,097.41","1,119.22","1,088.71"
2022.10.19,"1,111.87","1,115.07","1,123.52","1,100.99"
2022.10.18,"1,125.10","1,146.77","1,146.98","1,114.56"
2022.10.17,"1,109.37","1,085.88","1,112.64","1,085.88"
2022.10.14,"1,064.35","1,119.27","1,124.16","1,063.19"
2022.10.13,"1,107.27","1,062.65","1,113.16","1,051.35"
2022.10.12,"1,096.54","1,094.75","1,104.80","1,085.71"
2022.10.11,"1,093.99","1,098.65","1,116.31","1,086.87"
2022.10.10,"1,102.95","1,111.30","1,115.09","1,092.53"
