Price,Close,High,Low,Open,Volume
Ticker,XLB,XLB,XLB,XLB,XLB
Date,,,,,
2015-01-02,39.37776184082031,39.555829778900204,39.14303241374761,39.321103439478804,5234800
2015-01-05,38.374080657958984,39.19158239134138,38.20410550858992,39.078265625095334,5438800
2015-01-06,38.034122467041016,38.60880199812719,37.83177025854732,38.48738943797111,5054500
2015-01-07,38.46311569213867,38.57643245705879,38.17172796082962,38.31742182648414,3560300
2015-01-08,39.37776184082031,39.482982821796654,38.75451633841243,38.8516445853334,7640500
2015-01-09,39.17540740966797,39.64486315080988,38.997336393553205,39.555827642752504,6850800
2015-01-12,39.086360931396484,39.24824334718854,38.649279335053016,38.98922962933109,4658100
2015-01-13,38.6492805480957,39.418219731504124,38.34170425720227,39.30490296318821,5855000
2015-01-14,38.19601058959961,38.25266897405782,37.58895382384701,37.969377051766756,6784300
2015-01-15,38.1231689453125,38.71404032978432,38.1231689453125,38.36599415543552,5855400
2015-01-16,38.7302131652832,38.79496735690636,38.066498139394845,38.17981488708557,5460200
2015-01-20,38.794986724853516,39.045904711186445,38.42265920008957,38.997339043223235,4061600
2015-01-21,39.17540740966797,39.215877253061926,38.61691307281754,38.71404440214439,4711600
2015-01-22,39.66914367675781,39.733897895064274,39.1025597048316,39.36966313621809,5778300
2015-01-23,39.05399703979492,39.58820703123736,39.02971574989114,39.58820703123736,5036700
2015-01-26,39.22396469116211,39.27253034926882,38.859729974488566,39.0297082340367,3101100
2015-01-27,38.95685577392578,39.240147686970474,38.511681444434,38.681656592260815,4516400
2015-01-28,38.25267028808594,39.0863637079602,38.187919169759574,39.01351677006149,5778500
2015-01-29,38.7545051574707,38.819256274186436,38.05031707941571,38.30123498985891,5958400
2015-01-30,38.6007194519043,39.0620823988778,38.32552023023145,38.43074427936685,7808700
2015-02-02,38.948760986328125,39.053985022952794,38.38217405758423,38.64118778334888,6625500
2015-02-03,39.806739807128906,39.831021092094176,39.15921314429927,39.215871534318694,6126100
2015-02-04,39.54773712158203,39.84721768463272,39.45870160854368,39.56392567737549,5683600
2015-02-05,40.50282287597656,40.54329270422489,39.67722541158088,39.67722541158088,5864500
2015-02-06,40.40570068359375,40.583771673173345,40.29238390391607,40.5190205509221,5610100
2015-02-09,40.35713577270508,40.59186513850689,40.187160613048796,40.187160613048796,3705600
2015-02-10,40.656620025634766,40.697089864401796,40.23572690962594,40.616150186867735,3245500
2015-02-11,40.591854095458984,40.737547931999806,40.357124793515474,40.55138118380347,3223900
2015-02-12,41.2879524230957,41.409365010189745,40.834685351598694,40.834685351598694,4900600
2015-02-13,41.63600158691406,41.70884852696095,41.3203325425944,41.401275302452376,2901400
2015-02-17,41.684566497802734,41.846448926974794,41.37699019114088,41.44983712988578,3271200
2015-02-18,41.79788589477539,41.79788589477539,41.39318134027501,41.563156512129,2974200
