Price,Close,High,Low,Open,Volume
Ticker,IWM,IWM,IWM,IWM,IWM
Date,,,,,
2015-01-02,103.31513214111328,104.73111953869508,102.41167774155998,104.3054557539956,46133100
2015-01-05,101.93387603759766,103.12400467659239,101.45609210241679,102.7070298468962,51141900
2015-01-06,100.17039489746094,102.30740890280599,99.34512760519128,102.17710842443321,67446000
2015-01-07,101.40399932861328,101.43005943405487,100.31811741723203,100.82196158706304,32252100
2015-01-08,103.12401580810547,103.24563403220264,102.02944516353477,102.21187912737668,28361700
2015-01-09,102.13365936279297,103.23691193463546,101.90779417878099,103.210851841806,26975200
2015-01-12,101.79490661621094,102.51593374254185,100.96963907584443,102.24663054165754,27316800
2015-01-13,101.8730697631836,103.7147274239921,100.61344970269803,102.58540785909804,49991400
2015-01-14,101.46480560302734,101.7254132778268,100.37892372212036,100.75246735426023,34224200
2015-01-15,99.75341796875,101.96861221354023,99.44937247958599,101.83831173796607,46199400
2015-01-16,101.3779296875,101.58642378044665,99.20616592703344,99.38859991528601,41895700
2015-01-20,100.95226287841797,101.70803903081303,100.04012610245515,101.50823385453727,36444400
2015-01-21,100.63080596923828,101.48213997112421,100.1530220916355,100.59606359402996,27333500
2015-01-22,102.68096160888672,102.71571061546565,99.98797656212552,101.25628547762737,37877000
2015-01-23,102.61148834228516,103.17614157273552,102.11632650956793,102.7157287527331,28173400
2015-01-26,103.601806640625,103.61048892258155,101.69933971614941,102.40298896100646,23006800
2015-01-27,103.10663604736328,103.59310890332132,102.1771216246174,102.3856090446429,26919100
2015-01-28,101.3692398071289,103.7668620470487,101.0478164086985,103.53231449468352,38086100
2015-01-29,102.76785278320312,102.78522397523858,100.84800799231814,101.6559042897411,39299900
2015-01-30,100.50918579101562,102.47246133630449,100.42231659931849,102.05548656508044,49739800
2015-02-02,101.43001556396484,101.49950693918724,99.362493057205,100.8740447960196,44819100
2015-02-03,103.24564361572266,103.37595076154967,101.87308738471201,101.92521421966086,43920000
2015-02-04,102.86338806152344,103.58440835553347,102.59408493706682,102.87207034176457,28597100
2015-02-05,104.1925277709961,104.46182432406644,103.02845908888305,103.1761374161993,32337100
2015-02-06,104.07958221435547,104.95697644285518,103.6799785626862,104.33150755234828,31694900
2015-02-09,103.25431060791016,104.43575032461126,103.13269239834051,103.72341225669108,32367900
2015-02-10,103.91455078125,104.1056604175206,102.59411475440103,103.83636384249209,28960800
2015-02-11,103.7668685913086,104.0882920100102,103.04584806844885,103.69737718884893,23794200
2015-02-12,104.94831848144531,105.04387662498993,104.10567301256872,104.38366515938766,27854600
2015-02-13,105.57373809814453,105.71273410643839,104.80927993561173,105.035145135242,20446900
2015-02-17,105.90389251708984,106.0341930421848,105.33923260678898,105.68671613833544,16868500
2015-02-18,106.01680755615234,106.02549646588636,105.22628246276086,105.59982604896963,20450200
2015-02-19,106.02548217773438,106.3121498833635,105.58244062875073,105.77355685096703,16620500
2015-02-20,106.31212615966797,106.45112215487916,105.02644634243373,105.85171352399514,30331600
2015-02-23,106.4163818359375,106.44244193024173,105.34787157560338,106.06889844726086,25778200
2015-02-24,106.555419921875,106.89421453701084,106.14712727601977,106.39036375584067,20023600
2015-02-25,106.67704772949219,106.88553521265233,106.18188581467587,106.47724253017792,17059600
