Date,Asset_Clusters
2024-05-30,"{'Brent': 4, 'BTC': 5, 'COCOA': 7, 'COFFEE': 6, 'Corn': 6, 'COTTON': 5, 'EuroStoxx50': 1, 'GBPUSD': 2, 'Gold': 3, 'HangSeng': 2, 'Hyundai': 2, 'IWM': 1, 'KOSDAQ': 2, 'KOSPI': 2, 'LGChem': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Nikkei225': 2, 'NYSE': 1, 'Palladium': 3, 'QQQ': 1, 'Shanghai': 2, 'USDCNY': 4, 'XLE': 4, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2024-05-31,"{'BTC': 5, 'COCOA': 7, 'COFFEE': 8, 'Corn': 8, 'COTTON': 9, 'EuroStoxx50': 1, 'GBPUSD': 4, 'Gold': 2, 'HangSeng': 4, 'Hyundai': 8, 'IWM': 1, 'KOSPI': 4, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'Nikkei225': 4, 'NYSE': 1, 'Palladium': 2, 'Platinum': 2, 'QQQ': 1, 'Shanghai': 9, 'STEEL': 4, 'US10Y': 9, 'USDCNY': 6, 'WTI': 3, 'XLE': 3, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2024-06-03,"{'BTC': 1, 'COCOA': 6, 'COFFEE': 7, 'Corn': 7, 'COTTON': 9, 'DAX': 1, 'EuroStoxx50': 1, 'EURUSD': 4, 'FTSE': 5, 'GBPUSD': 4, 'Gold': 2, 'HangSeng': 4, 'Hyundai': 4, 'IWM': 1, 'KOSDAQ': 4, 'KOSPI': 4, 'KOSPI200': 4, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'Nikkei225': 4, 'NYSE': 1, 'Palladium': 2, 'Platinum': 2, 'QQQ': 1, 'Shanghai': 5, 'STEEL': 4, 'US30Y': 8, 'US5Y': 8, 'USDCNY': 6, 'USDJPY': 6, 'VIX': 8, 'WTI': 3, 'XLE': 3, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2024-06-04,"{'BTC': 7, 'COCOA': 2, 'COFFEE': 3, 'Corn': 3, 'COTTON': 5, 'DAX': 7, 'EUR_KRW': 1, 'EuroStoxx50': 7, 'EURUSD': 6, 'FTSE': 6, 'GBPUSD': 6, 'Gold': 8, 'HangSeng': 6, 'Hyundai': 6, 'IWM': 7, 'KOSDAQ': 6, 'KOSPI': 6, 'KOSPI200': 6, 'LGChem': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 7, 'Naver': 6, 'NYSE': 7, 'Palladium': 8, 'Platinum': 8, 'QQQ': 7, 'Shanghai': 6, 'STEEL': 6, 'US30Y': 4, 'US5Y': 4, 'USDCNY': 1, 'USDJPY': 1, 'VIX': 4, 'WTI': 9, 'XLE': 9, 'XLF': 7, 'XLI': 7, 'XLK': 7, 'XLP': 7, 'XLU': 7, 'XLV': 7, 'XLY': 7}"
2024-06-05,"{'BTC': 1, 'COCOA': 2, 'COFFEE': 7, 'Corn': 7, 'COTTON': 9, 'FTSE': 6, 'GBPUSD': 6, 'Gold': 4, 'HangSeng': 6, 'Hyundai': 6, 'IWM': 1, 'KOSDAQ': 6, 'KOSPI': 6, 'LGChem': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 6, 'NYSE': 1, 'Palladium': 4, 'QQQ': 1, 'Shanghai': 9, 'STEEL': 6, 'US30Y': 8, 'US5Y': 8, 'USDCNY': 3, 'VIX': 8, 'WTI': 5, 'XLE': 5, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLV': 1, 'XLY': 1}"
2024-06-06,"{'BTC': 6, 'COCOA': 8, 'COFFEE': 4, 'Corn': 4, 'COTTON': 6, 'DAX': 2, 'EURUSD': 3, 'FTSE': 3, 'GBPUSD': 3, 'Gold': 1, 'HangSeng': 3, 'Hyundai': 3, 'IWM': 2, 'KOSDAQ': 3, 'KOSPI': 3, 'KOSPI200': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 2, 'Palladium': 1, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 5, 'STEEL': 3, 'US10Y': 5, 'USDCNY': 8, 'VIX': 5, 'WTI': 7, 'XLE': 7, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLV': 2, 'XLY': 2}"
2024-06-07,"{'BTC': 9, 'COCOA': 4, 'COFFEE': 6, 'Corn': 6, 'COTTON': 2, 'DAX': 9, 'EUR_KRW': 5, 'EURUSD': 7, 'FTSE': 7, 'GBPUSD': 7, 'Gold': 8, 'HangSeng': 7, 'Hyundai': 7, 'IWM': 9, 'KOSDAQ': 7, 'KOSPI': 7, 'KOSPI200': 7, 'LGChem': 7, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 9, 'Naver': 7, 'NYSE': 9, 'Palladium': 8, 'Platinum': 8, 'QQQ': 9, 'Shanghai': 2, 'STEEL': 7, 'US10Y': 1, 'US30Y': 1, 'US5Y': 1, 'USDCNY': 5, 'VIX': 1, 'WTI': 3, 'XLE': 3, 'XLF': 9, 'XLI': 9, 'XLK': 9, 'XLP': 9, 'XLRE': 9, 'XLV': 9, 'XLY': 9}"
2024-06-10,"{'BTC': 7, 'COCOA': 2, 'COFFEE': 4, 'Corn': 4, 'COTTON': 7, 'DAX': 6, 'EUR_KRW': 1, 'EURUSD': 5, 'FTSE': 5, 'GBPUSD': 5, 'Gold': 8, 'HangSeng': 5, 'Hyundai': 5, 'IWM': 6, 'JPY_KRW': 7, 'KOSDAQ': 5, 'KOSPI': 5, 'KOSPI200': 5, 'LGChem': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 6, 'NaturalGas': 7, 'Naver': 5, 'NYSE': 6, 'Palladium': 8, 'Platinum': 8, 'QQQ': 6, 'Shanghai': 5, 'STEEL': 5, 'US_Dollar_Index': 2, 'US30Y': 3, 'US5Y': 3, 'USDCNY': 1, 'USDJPY': 2, 'VIX': 3, 'WTI': 9, 'XLB': 6, 'XLE': 9, 'XLF': 6, 'XLI': 6, 'XLK': 6, 'XLP': 6, 'XLV': 6, 'XLY': 6}"
2024-06-11,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 8, 'Corn': 8, 'COTTON': 6, 'DAX': 1, 'EUR_KRW': 7, 'FTSE': 5, 'GBPUSD': 5, 'Gold': 2, 'HangSeng': 5, 'Hyundai': 5, 'IWM': 1, 'KOSDAQ': 5, 'KOSPI': 5, 'KOSPI200': 5, 'LGChem': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 5, 'NYSE': 1, 'Palladium': 2, 'Platinum': 2, 'QQQ': 1, 'Shanghai': 5, 'STEEL': 5, 'US10Y': 6, 'US30Y': 6, 'USDCNY': 7, 'WTI': 3, 'XLE': 3, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLV': 1, 'XLY': 1}"
2024-06-12,"{'BTC': 1, 'COCOA': 6, 'COFFEE': 6, 'Corn': 7, 'COTTON': 8, 'DAX': 1, 'EUR_KRW': 5, 'FTSE': 4, 'GBPUSD': 4, 'Gold': 2, 'HangSeng': 4, 'Hyundai': 4, 'IWM': 1, 'KOSDAQ': 4, 'KOSPI': 4, 'KOSPI200': 4, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'Palladium': 2, 'Platinum': 2, 'QQQ': 1, 'Shanghai': 4, 'STEEL': 4, 'US10Y': 8, 'US30Y': 8, 'USDCNY': 5, 'WHEAT': 7, 'WTI': 3, 'XLE': 3, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLV': 1, 'XLY': 1}"
2024-06-13,"{'BTC': 1, 'COCOA': 7, 'COFFEE': 6, 'EUR_KRW': 5, 'FTSE': 4, 'Gold': 2, 'IWM': 1, 'KOSPI': 4, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'Palladium': 2, 'QQQ': 1, 'Shanghai': 4, 'US10Y': 6, 'USDCNY': 5, 'VIX': 6, 'WTI': 3, 'XLE': 3, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-14,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 3, 'EUR_KRW': 6, 'FTSE': 2, 'IWM': 1, 'KOSPI': 2, 'LGChem': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 2, 'US10Y': 3, 'USDCNY': 6, 'VIX': 3, 'WTI': 5, 'XLE': 5, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-17,"{'BTC': 2, 'COCOA': 7, 'COFFEE': 6, 'EUR_KRW': 5, 'FTSE': 3, 'Gold': 4, 'IWM': 1, 'KOSPI': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 3, 'US30Y': 6, 'USDCNY': 5, 'VIX': 6, 'WHEAT': 2, 'WTI': 4, 'XLE': 4, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-18,"{'BTC': 5, 'COCOA': 4, 'COFFEE': 4, 'Corn': 2, 'FTSE': 1, 'Gold': 7, 'IWM': 5, 'JPY_KRW': 6, 'KOSPI': 1, 'LGChem': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 5, 'Palladium': 7, 'QQQ': 5, 'Shanghai': 1, 'US30Y': 3, 'USDCNY': 6, 'VIX': 3, 'WHEAT': 2, 'WTI': 8, 'XLE': 8, 'XLF': 5, 'XLI': 5, 'XLK': 5, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 5}"
2024-06-20,"{'BTC': 5, 'COCOA': 4, 'COFFEE': 4, 'Corn': 2, 'FTSE': 1, 'Gold': 7, 'IWM': 5, 'JPY_KRW': 6, 'KOSPI': 1, 'LGChem': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 5, 'Palladium': 7, 'QQQ': 5, 'Shanghai': 1, 'US30Y': 3, 'USDCNY': 6, 'VIX': 3, 'WHEAT': 2, 'WTI': 8, 'XLE': 8, 'XLF': 5, 'XLI': 5, 'XLK': 5, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 5}"
2024-06-21,"{'BTC': 5, 'COCOA': 4, 'COFFEE': 3, 'Corn': 2, 'FTSE': 1, 'Gold': 6, 'IWM': 5, 'JPY_KRW': 7, 'KOSPI': 1, 'LGChem': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 5, 'QQQ': 5, 'Shanghai': 1, 'US30Y': 3, 'USDCNY': 7, 'VIX': 3, 'WHEAT': 2, 'WTI': 6, 'XLE': 6, 'XLF': 5, 'XLI': 5, 'XLK': 5, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 5}"
2024-06-24,"{'BTC': 1, 'COCOA': 4, 'Corn': 7, 'FTSE': 5, 'Gold': 2, 'IWM': 1, 'KOSPI': 5, 'LGChem': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 5, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 5, 'US30Y': 6, 'USDCNY': 3, 'VIX': 6, 'WHEAT': 7, 'WTI': 2, 'XLE': 2, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-25,"{'BTC': 1, 'COCOA': 4, 'Gold': 5, 'IWM': 1, 'JPY_KRW': 6, 'KOSPI': 2, 'LGChem': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 2, 'US30Y': 3, 'USDCNY': 6, 'VIX': 3, 'WTI': 5, 'XLE': 5, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-26,"{'BTC': 1, 'COCOA': 3, 'Corn': 4, 'EUR_KRW': 5, 'Gold': 3, 'IWM': 1, 'JPY_KRW': 5, 'KOSPI': 2, 'LGChem': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 2, 'USDCNY': 5, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-06-27,"{'BTC': 2, 'COCOA': 5, 'EUR_KRW': 6, 'IWM': 1, 'KOSPI': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 1, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 4, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 2, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 2}"
2024-06-28,"{'BTC': 2, 'COCOA': 5, 'EUR_KRW': 6, 'IWM': 1, 'KOSPI': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-07-01,"{'BTC': 1, 'COCOA': 6, 'EUR_KRW': 7, 'Gold': 2, 'IWM': 3, 'KOSPI': 4, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 3, 'Platinum': 2, 'QQQ': 1, 'Shanghai': 5, 'VIX': 5, 'XLE': 3, 'XLF': 3, 'XLI': 3, 'XLK': 1, 'XLP': 3, 'XLRE': 3, 'XLU': 3, 'XLV': 3, 'XLY': 1}"
2024-07-02,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 6, 'Gold': 2, 'IWM': 2, 'KOSPI': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-03,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 6, 'Gold': 2, 'IWM': 2, 'KOSPI': 3, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-05,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 6, 'Gold': 2, 'IWM': 2, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-08,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 6, 'Gold': 2, 'IWM': 2, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-09,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 6, 'Gold': 2, 'IWM': 2, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-10,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 5, 'Gold': 2, 'IWM': 2, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-11,"{'BTC': 1, 'COCOA': 5, 'EUR_KRW': 5, 'Gold': 2, 'IWM': 2, 'LGChem': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 1}"
2024-07-12,"{'BTC': 2, 'COCOA': 3, 'EUR_KRW': 3, 'IWM': 1, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 5, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-07-15,"{'BTC': 2, 'COCOA': 3, 'EUR_KRW': 3, 'IWM': 1, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 5, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-07-16,"{'BTC': 2, 'COCOA': 3, 'EUR_KRW': 3, 'IWM': 1, 'LGChem': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 5, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 1}"
2024-07-17,"{'BTC': 6, 'COCOA': 3, 'EUR_KRW': 4, 'IWM': 2, 'Kakao': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 5, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 7, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-18,"{'BTC': 4, 'COCOA': 6, 'EUR_KRW': 5, 'IWM': 2, 'Kakao': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-19,"{'BTC': 4, 'COCOA': 6, 'EUR_KRW': 5, 'IWM': 2, 'Kakao': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 4, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-22,"{'BTC': 4, 'COCOA': 7, 'COFFEE': 6, 'EUR_KRW': 5, 'Gold': 1, 'IWM': 2, 'Kakao': 3, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 2, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 4, 'USDCNY': 5, 'VIX': 6, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 2}"
2024-07-23,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'Kakao': 3, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 5, 'USDCNY': 7, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-24,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 3, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-25,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 3, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-26,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 3, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-29,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Shanghai': 3, 'USDCNY': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
2024-07-30,"{'BTC': 3, 'COCOA': 4, 'IWM': 6, 'KOSPI': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 6, 'QQQ': 5, 'Shanghai': 2, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLV': 6, 'XLY': 5}"
2024-07-31,"{'BTC': 3, 'COCOA': 4, 'IWM': 6, 'KOSPI': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 6, 'QQQ': 5, 'Shanghai': 2, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLV': 6, 'XLY': 5}"
2024-08-01,"{'BTC': 3, 'COCOA': 4, 'IWM': 6, 'KOSPI': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 6, 'QQQ': 5, 'Shanghai': 2, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLV': 6, 'XLY': 5}"
2024-08-02,"{'BTC': 3, 'COCOA': 4, 'IWM': 6, 'KOSPI': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 6, 'QQQ': 5, 'Shanghai': 2, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLV': 6, 'XLY': 5}"
2024-08-05,"{'BTC': 3, 'COCOA': 4, 'IWM': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 1, 'NYSE': 6, 'QQQ': 5, 'Shanghai': 2, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLRE': 6, 'XLV': 6, 'XLY': 5}"
2024-08-06,"{'BTC': 3, 'COCOA': 2, 'Gold': 4, 'IWM': 5, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 3, 'NYSE': 5, 'Platinum': 4, 'QQQ': 5, 'Shanghai': 1, 'VIX': 1, 'XLE': 5, 'XLF': 5, 'XLI': 5, 'XLK': 5, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 5}"
2024-08-07,"{'BTC': 3, 'COCOA': 2, 'Gold': 4, 'IWM': 5, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 3, 'NYSE': 5, 'Platinum': 4, 'QQQ': 5, 'Shanghai': 1, 'US3M': 1, 'VIX': 1, 'XLE': 5, 'XLF': 5, 'XLI': 5, 'XLK': 5, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 5}"
2024-08-08,"{'BTC': 6, 'COCOA': 2, 'Gold': 4, 'IWM': 5, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 6, 'Naver': 3, 'NYSE': 5, 'Platinum': 4, 'QQQ': 6, 'Samsung': 3, 'Shanghai': 1, 'US3M': 1, 'VIX': 1, 'XLE': 5, 'XLF': 5, 'XLI': 5, 'XLK': 6, 'XLP': 5, 'XLRE': 5, 'XLV': 5, 'XLY': 6}"
2024-08-09,"{'BTC': 5, 'COCOA': 2, 'Gold': 6, 'IWM': 6, 'KOSPI': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 5, 'Naver': 4, 'NYSE': 6, 'Platinum': 6, 'QQQ': 5, 'Samsung': 4, 'Shanghai': 3, 'Swedish.Consumer.Products.and.Services.GI': 6, 'US10Y': 1, 'US3M': 1, 'US5Y': 1, 'VIX': 1, 'XLE': 6, 'XLF': 6, 'XLI': 6, 'XLK': 5, 'XLP': 6, 'XLRE': 6, 'XLV': 6, 'XLY': 5}"
2024-08-12,"{'BTC': 3, 'COCOA': 5, 'IWM': 1, 'KOSPI': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 4, 'NYSE': 1, 'Platinum': 1, 'QQQ': 2, 'Samsung': 4, 'Shanghai': 6, 'US3M': 5, 'US5Y': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 2, 'XLP': 1, 'XLRE': 1, 'XLV': 1, 'XLY': 2}"
2024-08-13,"{'BTC': 6, 'COCOA': 4, 'IWM': 2, 'KOSPI': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 2, 'QQQ': 1, 'Samsung': 3, 'Shanghai': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 1, 'XLP': 2, 'XLRE': 2, 'XLV': 2, 'XLY': 1}"
